rho,customer_no,servers,mean_waiting_time
0.5,500000,2,0.41607092911967997
0.5,500000,2,0.4194123604827871
0.5,500000,2,0.4194073589359952
0.5,500000,2,0.4168998251804654
0.5,500000,2,0.41954022307392785
0.5,500000,2,0.41913414181146386
0.5,500000,2,0.424234856546784
0.5,500000,2,0.41157994904181616
0.5,500000,2,0.4232210985357937
0.5,500000,2,0.42019579850003663
0.5,500000,2,0.420584894816055
0.5,500000,2,0.4188874713844687
0.5,500000,2,0.4147679123272594
0.5,500000,2,0.4155458816319809
0.5,500000,2,0.41299510217256913
0.5,500000,2,0.4143658897226138
0.5,500000,2,0.41527085653367674
0.5,500000,2,0.4180536335310139
0.5,500000,2,0.4216030387353286
0.5,500000,2,0.41221937783255663
0.5,500000,2,0.41371772405287954
0.5,500000,2,0.4209296802746656
0.5,500000,2,0.4128238030577029
0.5,500000,2,0.417230573949794
0.5,500000,2,0.4156299938892346
0.5,500000,2,0.4156875741798762
0.5,500000,2,0.4149231243768645
0.5,500000,2,0.41199112385700004
0.5,500000,2,0.42098855097510307
0.5,500000,2,0.42048519409770513
0.5,500000,2,0.4160437153647983
0.5,500000,2,0.4110361104217371
0.5,500000,2,0.41134096280170046
0.5,500000,2,0.41562373149509474
0.5,500000,2,0.41592829994521086
0.5,500000,2,0.4192744834568901
0.5,500000,2,0.41440740622875666
0.5,500000,2,0.4157676654045512
0.5,500000,2,0.4188884881581814
0.5,500000,2,0.41412391803287524
0.5,500000,2,0.41543401095317806
0.5,500000,2,0.4270510006387105
0.5,500000,2,0.4215337035210064
0.5,500000,2,0.4201164317198078
0.5,500000,2,0.4203827685137271
0.5,500000,2,0.4182577778729751
0.5,500000,2,0.41314435550170736
0.5,500000,2,0.4092456590765476
0.5,500000,2,0.4242779777846594
0.5,500000,2,0.42028385861203515
0.5,500000,2,0.41590920077291527
0.5,500000,2,0.40825101698526833
0.5,500000,2,0.41223759193589987
0.5,500000,2,0.41958671284230437
0.5,500000,2,0.40986632728691413
0.5,500000,2,0.4135340272884508
0.5,500000,2,0.4242959779359177
0.5,500000,2,0.41841385302657436
0.5,500000,2,0.40887220304025884
0.5,500000,2,0.41039093025114615
0.5,500000,2,0.4161395451857004
0.5,500000,2,0.420442358567255
0.5,500000,2,0.4199538283450401
0.5,500000,2,0.42600746673332857
0.5,500000,2,0.41293486064924867
0.5,500000,2,0.4139508574624711
0.5,500000,2,0.42039538842373037
0.5,500000,2,0.42154037704171543
0.5,500000,2,0.41778259852187066
0.5,500000,2,0.4103166963109352
0.5,500000,2,0.41670054730230205
0.5,500000,2,0.4206957988177492
0.5,500000,2,0.41827711734479317
0.5,500000,2,0.4217029932469662
0.5,500000,2,0.4126896551459134
0.5,500000,2,0.41136692770012606
0.5,500000,2,0.41378314590388254
0.5,500000,2,0.4210921741988874
0.5,500000,2,0.41875213172977244
0.5,500000,2,0.4150394146530139
0.5,500000,2,0.4163231583241754
0.5,500000,2,0.42353684698137845
0.5,500000,2,0.42219736227562976
0.5,500000,2,0.4266279969648562
0.5,500000,2,0.42181920751406726
0.5,500000,2,0.4121616535719026
0.5,500000,2,0.41679561036140367
0.5,500000,2,0.423697225766871
0.5,500000,2,0.41546211489400875
0.5,500000,2,0.41764290531265114
0.5,500000,2,0.41519699957799966
0.5,500000,2,0.4180967034348241
0.5,500000,2,0.41688283236072077
0.5,500000,2,0.4243249833234576
0.5,500000,2,0.41803544076468213
0.5,500000,2,0.42320221778904427
0.5,500000,2,0.4195171073167538
0.5,500000,2,0.4185827021055152
0.5,500000,2,0.4189345869885262
0.5,500000,2,0.411889958297942
