rho,customer_no,servers,mean_waiting_time
0.9,500000,4,2.463694690677008
0.9,500000,4,2.5832099543800413
0.9,500000,4,2.4692379990639988
0.9,500000,4,2.552333067718368
0.9,500000,4,2.4763720816427965
0.9,500000,4,2.5417869052578883
0.9,500000,4,2.3983937365899153
0.9,500000,4,2.412975998334321
0.9,500000,4,2.6114309972849137
0.9,500000,4,2.4096518303960535
0.9,500000,4,2.334739610384469
0.9,500000,4,2.4784302976565207
0.9,500000,4,2.4974281699522494
0.9,500000,4,2.4380384441496155
0.9,500000,4,2.511567840871817
0.9,500000,4,2.416839647942824
0.9,500000,4,2.3983812611536894
0.9,500000,4,2.3887263601672792
0.9,500000,4,2.53464707660413
0.9,500000,4,2.4853562379198504
0.9,500000,4,2.5191885069413678
0.9,500000,4,2.4239534606339888
0.9,500000,4,2.372204264990124
0.9,500000,4,2.395537675466299
0.9,500000,4,2.4770183764606895
0.9,500000,4,2.535534180494358
0.9,500000,4,2.7155817252420085
0.9,500000,4,2.560224898303299
0.9,500000,4,2.5269222821019914
0.9,500000,4,2.3889223684499292
0.9,500000,4,2.429993565486571
0.9,500000,4,2.4034064698688766
0.9,500000,4,2.3396165860636193
0.9,500000,4,2.4149074724341233
0.9,500000,4,2.3883185130611646
0.9,500000,4,2.470915533086717
0.9,500000,4,2.5172067688175197
0.9,500000,4,2.4190038909798313
0.9,500000,4,2.4406004761728295
0.9,500000,4,2.5141280667440093
0.9,500000,4,2.507602573830663
0.9,500000,4,2.4623911388678272
0.9,500000,4,2.491405627995911
0.9,500000,4,2.451355152660814
0.9,500000,4,2.446229003891723
0.9,500000,4,2.5297032379424027
0.9,500000,4,2.5159011580009993
0.9,500000,4,2.500788777298522
0.9,500000,4,2.5346601664496653
0.9,500000,4,2.4194362207010993
0.9,500000,4,2.5429045424133907
0.9,500000,4,2.453934371256082
0.9,500000,4,2.315684770452234
0.9,500000,4,2.5448718330002205
0.9,500000,4,2.4386982829774224
0.9,500000,4,2.633551371125576
0.9,500000,4,2.5157520746776765
0.9,500000,4,2.537597659409587
0.9,500000,4,2.4485249350058265
0.9,500000,4,2.475114857477594
0.9,500000,4,2.477099016112408
0.9,500000,4,2.4646484032338027
0.9,500000,4,2.432704076636905
0.9,500000,4,2.403877839847722
0.9,500000,4,2.4855038818957693
0.9,500000,4,2.546593496690455
0.9,500000,4,2.387177069683298
0.9,500000,4,2.569094820752663
0.9,500000,4,2.41477522531776
0.9,500000,4,2.386525113593671
0.9,500000,4,2.3894018765484235
0.9,500000,4,2.4922498774317616
0.9,500000,4,2.4792666301161947
0.9,500000,4,2.495272720446005
0.9,500000,4,2.463186010901896
0.9,500000,4,2.432863310424279
0.9,500000,4,2.523452299975666
0.9,500000,4,2.5161913256899173
0.9,500000,4,2.4598693602301367
0.9,500000,4,2.3463624560318275
0.9,500000,4,2.5031848496745357
0.9,500000,4,2.4364378077704343
0.9,500000,4,2.434130524933688
0.9,500000,4,2.4495996792058126
0.9,500000,4,2.3945778488133747
0.9,500000,4,2.5497956058412736
0.9,500000,4,2.4354277936117192
0.9,500000,4,2.443525102087729
0.9,500000,4,2.4657486915615574
0.9,500000,4,2.411981982297763
0.9,500000,4,2.5593422494918365
0.9,500000,4,2.4213532961795363
0.9,500000,4,2.4095921544520014
0.9,500000,4,2.4139860421225317
0.9,500000,4,2.661302903104808
0.9,500000,4,2.4976288063286907
0.9,500000,4,2.5028840273096544
0.9,500000,4,2.4514280803529176
0.9,500000,4,2.466181404551355
0.9,500000,4,2.419436253888267
