rho,customer_no,servers,mean_waiting_time
0.5,500000,4,0.10920079852491678
0.5,500000,4,0.11239647718964973
0.5,500000,4,0.10819395455467963
0.5,500000,4,0.11012571393192241
0.5,500000,4,0.10872247235211331
0.5,500000,4,0.11079497342109328
0.5,500000,4,0.1084917081321301
0.5,500000,4,0.10901294479684624
0.5,500000,4,0.11014436802421583
0.5,500000,4,0.10642333599814001
0.5,500000,4,0.10863543467626043
0.5,500000,4,0.10933172671188449
0.5,500000,4,0.10853201316567201
0.5,500000,4,0.10865951450554849
0.5,500000,4,0.11029338336167369
0.5,500000,4,0.10956357695254706
0.5,500000,4,0.10741911239487072
0.5,500000,4,0.10845204205736982
0.5,500000,4,0.11060517486313862
0.5,500000,4,0.10864800973027736
0.5,500000,4,0.10417504346832572
0.5,500000,4,0.10797181547591934
0.5,500000,4,0.10740960223904883
0.5,500000,4,0.11091615744031923
0.5,500000,4,0.10880543334790774
0.5,500000,4,0.11002858317756478
0.5,500000,4,0.11152953144865352
0.5,500000,4,0.1078805648639017
0.5,500000,4,0.10983322408669759
0.5,500000,4,0.11023445872649044
0.5,500000,4,0.10745358376440514
0.5,500000,4,0.10955396270719377
0.5,500000,4,0.10799491026435007
0.5,500000,4,0.10768076006824648
0.5,500000,4,0.10984495012461118
0.5,500000,4,0.10686049438461132
0.5,500000,4,0.10951130975715764
0.5,500000,4,0.10750131588039143
0.5,500000,4,0.11033000784213885
0.5,500000,4,0.10945522216867314
0.5,500000,4,0.10849686361659476
0.5,500000,4,0.11033835601203046
0.5,500000,4,0.10690794115032252
0.5,500000,4,0.10717538361755644
0.5,500000,4,0.10959051379378056
0.5,500000,4,0.10894471210042037
0.5,500000,4,0.10801130987822162
0.5,500000,4,0.11037225986581618
0.5,500000,4,0.1073375692779005
0.5,500000,4,0.10777626127567974
0.5,500000,4,0.10745550622801602
0.5,500000,4,0.10957621718347353
0.5,500000,4,0.10880948000655262
0.5,500000,4,0.10998005477121613
0.5,500000,4,0.10667503284115144
0.5,500000,4,0.10639223614184806
0.5,500000,4,0.10959564028785003
0.5,500000,4,0.10982088824451068
0.5,500000,4,0.10813854221957842
0.5,500000,4,0.11111824132662967
0.5,500000,4,0.10700933113474556
0.5,500000,4,0.10913729031182193
0.5,500000,4,0.11118577939338771
0.5,500000,4,0.10841408751783167
0.5,500000,4,0.10836514315540209
0.5,500000,4,0.1089239568211183
0.5,500000,4,0.10784203569293821
0.5,500000,4,0.10995676775818798
0.5,500000,4,0.10907709686258665
0.5,500000,4,0.10988022353029682
0.5,500000,4,0.10837562848106594
0.5,500000,4,0.10902858188938125
0.5,500000,4,0.10785190345860028
0.5,500000,4,0.10959468272823816
0.5,500000,4,0.10689760608558224
0.5,500000,4,0.11024677172042034
0.5,500000,4,0.10751392843588957
0.5,500000,4,0.10905902642019022
0.5,500000,4,0.10579582801969661
0.5,500000,4,0.1081614859501397
0.5,500000,4,0.10938586578048627
0.5,500000,4,0.10936831319321343
0.5,500000,4,0.10773771055388577
0.5,500000,4,0.10739693603416128
0.5,500000,4,0.1091819202724853
0.5,500000,4,0.11195765178660788
0.5,500000,4,0.10890011117629855
0.5,500000,4,0.108700393804424
0.5,500000,4,0.11063285627575221
0.5,500000,4,0.10784298489210568
0.5,500000,4,0.11130427800458308
0.5,500000,4,0.10819330666588609
0.5,500000,4,0.11002326048121426
0.5,500000,4,0.10542031785071576
0.5,500000,4,0.1082183361420099
0.5,500000,4,0.11130301092186792
0.5,500000,4,0.10913748711307515
0.5,500000,4,0.10849135630281045
0.5,500000,4,0.1086295539433813
0.5,500000,4,0.10852470174511443
