rho,customer_no,servers,mean_waiting_time
0.95,500000,2,12.954990195664264
0.95,500000,2,11.226992027234823
0.95,500000,2,10.903672355841886
0.95,500000,2,10.907145289357908
0.95,500000,2,11.75974090684001
0.95,500000,2,11.88661508778634
0.95,500000,2,11.00837691541602
0.95,500000,2,10.947486148454349
0.95,500000,2,12.034499588309837
0.95,500000,2,10.255751048703022
0.95,500000,2,11.147332362811092
0.95,500000,2,11.245020890009101
0.95,500000,2,10.984188400201775
0.95,500000,2,12.036585313461325
0.95,500000,2,11.357397252217122
0.95,500000,2,11.202613308483059
0.95,500000,2,11.603799789395596
0.95,500000,2,11.729528646289742
0.95,500000,2,12.013137029872128
0.95,500000,2,11.110000242810099
0.95,500000,2,9.951265842669638
0.95,500000,2,10.939971778025049
0.95,500000,2,11.04675637241859
0.95,500000,2,10.948624350877278
0.95,500000,2,11.640588489617587
0.95,500000,2,11.741322214702473
0.95,500000,2,10.855162272372775
0.95,500000,2,11.652389410273294
0.95,500000,2,10.744925612146538
0.95,500000,2,11.006143677328296
0.95,500000,2,10.852344240349838
0.95,500000,2,11.767957924501973
0.95,500000,2,12.023168286943138
0.95,500000,2,10.459695821941928
0.95,500000,2,11.870360670338378
0.95,500000,2,12.695250149613262
0.95,500000,2,11.239802857526712
0.95,500000,2,11.845197389923154
0.95,500000,2,10.963507929184388
0.95,500000,2,10.400966532873273
0.95,500000,2,12.156406135619507
0.95,500000,2,10.951384465958103
0.95,500000,2,11.387028758533416
0.95,500000,2,10.531853235145018
0.95,500000,2,11.592715477287252
0.95,500000,2,12.460029229134644
0.95,500000,2,11.38817885636826
0.95,500000,2,12.58635739061591
0.95,500000,2,10.745558097033955
0.95,500000,2,11.022100173419169
0.95,500000,2,10.17323277144088
0.95,500000,2,11.315452633090262
0.95,500000,2,12.832167265990346
0.95,500000,2,11.896478212195486
0.95,500000,2,12.421235315658214
0.95,500000,2,11.829095674860488
0.95,500000,2,11.786354527067182
0.95,500000,2,12.307535104231228
0.95,500000,2,11.294693481771032
0.95,500000,2,12.072078629848484
0.95,500000,2,10.902786722516803
0.95,500000,2,11.667698608639318
0.95,500000,2,11.910640214690224
0.95,500000,2,11.088286738719502
0.95,500000,2,11.653851862001895
0.95,500000,2,11.654248192444255
0.95,500000,2,10.06971910026631
0.95,500000,2,11.68591823637954
0.95,500000,2,11.326062465407427
0.95,500000,2,13.287966743436396
0.95,500000,2,11.9384496890391
0.95,500000,2,11.23633428904246
0.95,500000,2,10.704214649710096
0.95,500000,2,12.338438957701545
0.95,500000,2,12.156240427703718
0.95,500000,2,11.624645927850796
0.95,500000,2,10.891272195870046
0.95,500000,2,12.148622211230284
0.95,500000,2,11.926377528030063
0.95,500000,2,11.482011950209094
0.95,500000,2,11.952084074988104
0.95,500000,2,12.608715617562563
0.95,500000,2,12.381999240413066
0.95,500000,2,11.797763283962285
0.95,500000,2,12.305810180081554
0.95,500000,2,11.731967457803457
0.95,500000,2,11.700506624104039
0.95,500000,2,10.93998698650906
0.95,500000,2,12.459564598695406
0.95,500000,2,12.27451338961378
0.95,500000,2,10.805034692043638
0.95,500000,2,10.835205914422
0.95,500000,2,11.450481878069596
0.95,500000,2,11.932166460616292
0.95,500000,2,11.967200500627353
0.95,500000,2,11.781617168952062
0.95,500000,2,11.999762488960076
0.95,500000,2,12.390537177625516
0.95,500000,2,12.118735699883274
0.95,500000,2,10.918085404942092
