rho,customer_no,servers,mean_waiting_time
0.95,500000,4,5.459142520346349
0.95,500000,4,5.918651117257138
0.95,500000,4,5.566639674940664
0.95,500000,4,5.466157521124578
0.95,500000,4,5.244049075764963
0.95,500000,4,5.326758207682946
0.95,500000,4,5.479427695623702
0.95,500000,4,5.186383073932563
0.95,500000,4,5.861916309775962
0.95,500000,4,5.372530211957057
0.95,500000,4,5.7703522600041985
0.95,500000,4,5.589170283023078
0.95,500000,4,5.195834556236327
0.95,500000,4,5.414812987124052
0.95,500000,4,5.3606665415637735
0.95,500000,4,4.929346271919133
0.95,500000,4,5.100042155636363
0.95,500000,4,5.555723059802959
0.95,500000,4,5.300397899093298
0.95,500000,4,6.175533218867488
0.95,500000,4,5.758042987212146
0.95,500000,4,5.362729342427055
0.95,500000,4,5.782482755808033
0.95,500000,4,6.072661827769936
0.95,500000,4,5.196686699820324
0.95,500000,4,5.724429046545433
0.95,500000,4,5.562346968391587
0.95,500000,4,5.2421230044382865
0.95,500000,4,5.458886625326369
0.95,500000,4,5.9291785019420855
0.95,500000,4,5.490812889761385
0.95,500000,4,5.1830948636283205
0.95,500000,4,5.347050580166128
0.95,500000,4,5.755312572869831
0.95,500000,4,5.8852387330585465
0.95,500000,4,5.321553616743138
0.95,500000,4,5.850556543641133
0.95,500000,4,5.859280081939596
0.95,500000,4,5.816455116660459
0.95,500000,4,5.546510702964274
0.95,500000,4,5.6708706998313625
0.95,500000,4,5.950877835285751
0.95,500000,4,5.548196619006591
0.95,500000,4,6.219958848644069
0.95,500000,4,5.333265613910892
0.95,500000,4,5.854344169571026
0.95,500000,4,5.600454682003795
0.95,500000,4,5.287866576755375
0.95,500000,4,5.708452214080767
0.95,500000,4,5.5396218542442766
0.95,500000,4,5.623263282912364
0.95,500000,4,5.906105561650113
0.95,500000,4,5.87547247849417
0.95,500000,4,5.4507899474690715
0.95,500000,4,5.452703108649621
0.95,500000,4,5.75904782021088
0.95,500000,4,5.36091420146651
0.95,500000,4,5.50492907638462
0.95,500000,4,5.588205805047679
0.95,500000,4,5.264279141519186
0.95,500000,4,5.358559913660439
0.95,500000,4,5.473642142836391
0.95,500000,4,5.298468219364387
0.95,500000,4,5.190436947628675
0.95,500000,4,5.761069519194415
0.95,500000,4,5.2554383649126315
0.95,500000,4,6.078584981005339
0.95,500000,4,5.276935780535785
0.95,500000,4,5.374655147528428
0.95,500000,4,5.709069296012056
0.95,500000,4,6.211165239842492
0.95,500000,4,4.9751092708029825
0.95,500000,4,6.210712040250614
0.95,500000,4,5.200753025328445
0.95,500000,4,5.309813132862537
0.95,500000,4,5.850442754009211
0.95,500000,4,5.998833172707538
0.95,500000,4,6.0105929715027395
0.95,500000,4,5.700637726546033
0.95,500000,4,5.8444961291783395
0.95,500000,4,5.983151526388081
0.95,500000,4,5.067822173735679
0.95,500000,4,6.029025218514696
0.95,500000,4,5.487152154325057
0.95,500000,4,5.501046907874478
0.95,500000,4,5.52417359880505
0.95,500000,4,5.917484507297484
0.95,500000,4,5.216025471098986
0.95,500000,4,5.1332045457950874
0.95,500000,4,5.480147566350987
0.95,500000,4,5.516362576408188
0.95,500000,4,5.547087372696181
0.95,500000,4,5.74561937985631
0.95,500000,4,5.557297640153063
0.95,500000,4,5.458518214133049
0.95,500000,4,5.510137927501146
0.95,500000,4,5.28249071374166
0.95,500000,4,5.882697670673944
0.95,500000,4,4.965798875678861
0.95,500000,4,5.749377192629978
