rho,c,s,mean_wait_time
0.95,500000,1,47.512760326620196
0.95,500000,1,50.36682351868452
0.95,500000,1,47.81779280400021
0.95,500000,1,50.01064655221366
0.95,500000,1,44.10488609767935
0.95,500000,1,43.08271101472733
0.95,500000,1,46.759858297739925
0.95,500000,1,44.08506725015953
0.95,500000,1,51.385166454918554
0.95,500000,1,45.236287043337164
0.95,500000,1,56.65298358473845
0.95,500000,1,46.288297633289446
0.95,500000,1,52.07963912295502
0.95,500000,1,55.81218265362884
0.95,500000,1,50.62279798655585
0.95,500000,1,47.1879924518567
0.95,500000,1,55.02833394999821
0.95,500000,1,43.01748247735065
0.95,500000,1,46.881325792936856
0.95,500000,1,48.925557283843
0.95,500000,1,45.350737352136264
0.95,500000,1,49.8909377204035
0.95,500000,1,43.90739254000821
0.95,500000,1,42.36380821119155
0.95,500000,1,52.684449512248385
0.95,500000,1,49.88949973137521
0.95,500000,1,51.064821517260945
0.95,500000,1,47.15063175375897
0.95,500000,1,48.28263966575824
0.95,500000,1,51.793135192255725
0.95,500000,1,43.66481557719131
0.95,500000,1,53.04282479044061
0.95,500000,1,43.54708144900933
0.95,500000,1,57.17190569652561
0.95,500000,1,48.02104088494948
0.95,500000,1,54.3234859836104
0.95,500000,1,43.515098053647556
0.95,500000,1,48.562346954925914
0.95,500000,1,50.490906392145014
0.95,500000,1,45.675819479867975
0.95,500000,1,45.804024761330865
0.95,500000,1,48.36838885975366
0.95,500000,1,53.93417137665664
0.95,500000,1,60.33102829033283
0.95,500000,1,53.28953407185229
0.95,500000,1,49.316360171389
0.95,500000,1,45.067506609914574
0.95,500000,1,47.27946776401545
0.95,500000,1,53.35925467777967
0.95,500000,1,51.9171447079723
0.95,500000,1,48.4256482994656
0.95,500000,1,47.6554807321367
0.95,500000,1,40.02921504343552
0.95,500000,1,54.94345775289564
0.95,500000,1,49.91908741359148
0.95,500000,1,54.17291378406446
0.95,500000,1,50.49442054300164
0.95,500000,1,48.82411511562831
0.95,500000,1,46.645806498851506
0.95,500000,1,56.08431681631077
0.95,500000,1,50.77526109877423
0.95,500000,1,48.93783862712412
0.95,500000,1,45.54744354508099
0.95,500000,1,52.326319204016514
0.95,500000,1,46.930141541917
0.95,500000,1,49.914918331542886
0.95,500000,1,52.897046944970924
0.95,500000,1,48.86332026732162
0.95,500000,1,55.98062707647916
0.95,500000,1,47.94957166659397
0.95,500000,1,50.176229711610546
0.95,500000,1,49.679656290667666
0.95,500000,1,43.84862858603671
0.95,500000,1,44.26148317772696
0.95,500000,1,46.11153078326064
0.95,500000,1,45.89269222421741
0.95,500000,1,50.96636924021452
0.95,500000,1,45.736301548173984
0.95,500000,1,47.77797378312839
0.95,500000,1,42.58475837394452
0.95,500000,1,51.719006507107245
0.95,500000,1,53.22436199648099
0.95,500000,1,49.42617561174546
0.95,500000,1,47.05963702707545
0.95,500000,1,52.07497976204597
0.95,500000,1,49.02955660185373
0.95,500000,1,48.51501151472405
0.95,500000,1,52.45586674397133
0.95,500000,1,44.08377820557516
0.95,500000,1,46.588081083048245
0.95,500000,1,45.86710503439165
0.95,500000,1,43.282743776727195
0.95,500000,1,46.12350485022337
0.95,500000,1,54.90794556909342
0.95,500000,1,52.788627495037495
0.95,500000,1,50.037723543271355
0.95,500000,1,45.98366320075297
0.95,500000,1,47.39631829135795
0.95,500000,1,50.936887929421
0.95,500000,1,53.16523615512843
