rho,c,s,mean_wait_time
0.8,500000,1,10.385656577413267
0.8,500000,1,10.316038941643887
0.8,500000,1,10.541034691857485
0.8,500000,1,10.583484370378262
0.8,500000,1,10.622304073310426
0.8,500000,1,10.767693360968458
0.8,500000,1,10.568628216922479
0.8,500000,1,10.145807428522577
0.8,500000,1,10.157416162951998
0.8,500000,1,10.233894521685428
0.8,500000,1,10.72734016229316
0.8,500000,1,10.348616491642995
0.8,500000,1,10.378374761807907
0.8,500000,1,10.211201145039555
0.8,500000,1,10.9340415324916
0.8,500000,1,10.53427620429407
0.8,500000,1,10.735988024299678
0.8,500000,1,10.329370206781817
0.8,500000,1,10.603481471272636
0.8,500000,1,10.42534761268264
0.8,500000,1,10.283849318703586
0.8,500000,1,10.875908989694722
0.8,500000,1,10.412940836139525
0.8,500000,1,10.496919930663184
0.8,500000,1,10.360716216536334
0.8,500000,1,10.177466476767245
0.8,500000,1,10.436257194745338
0.8,500000,1,10.412474274690346
0.8,500000,1,10.455500479073438
0.8,500000,1,10.13553490693279
0.8,500000,1,10.870770241045122
0.8,500000,1,10.327325732094726
0.8,500000,1,10.175537293691441
0.8,500000,1,10.428938535291577
0.8,500000,1,10.406756489746035
0.8,500000,1,10.585819300348035
0.8,500000,1,10.442619688469915
0.8,500000,1,10.435689484811107
0.8,500000,1,10.540663485881065
0.8,500000,1,10.22961218364392
0.8,500000,1,10.362982527801293
0.8,500000,1,10.240565235011555
0.8,500000,1,10.763802304354451
0.8,500000,1,10.0347495401681
0.8,500000,1,10.523707037933708
0.8,500000,1,10.231517687976451
0.8,500000,1,10.363598861051617
0.8,500000,1,10.754234644397705
0.8,500000,1,10.421267431820992
0.8,500000,1,10.315316131458715
0.8,500000,1,10.556026001853288
0.8,500000,1,10.29199534539706
0.8,500000,1,10.362286945112178
0.8,500000,1,10.10231262999587
0.8,500000,1,10.334082574877105
0.8,500000,1,9.971699818071507
0.8,500000,1,10.343726941492914
0.8,500000,1,10.349465100808777
0.8,500000,1,11.004626908982052
0.8,500000,1,10.398706224692503
0.8,500000,1,10.541361967591142
0.8,500000,1,10.716124900758237
0.8,500000,1,10.58924606367524
0.8,500000,1,10.571322490803423
0.8,500000,1,10.176137142026384
0.8,500000,1,10.904155264947907
0.8,500000,1,10.579924142917692
0.8,500000,1,10.021666116023775
0.8,500000,1,10.380635726607586
0.8,500000,1,10.24625960943981
0.8,500000,1,10.499271770573793
0.8,500000,1,10.5748551402953
0.8,500000,1,10.06844320748164
0.8,500000,1,10.84800517668022
0.8,500000,1,10.188724048587375
0.8,500000,1,10.459571585744458
0.8,500000,1,10.516838852517393
0.8,500000,1,10.450054268201132
0.8,500000,1,10.184414410610973
0.8,500000,1,10.455478082847176
0.8,500000,1,10.705366815343467
0.8,500000,1,10.39886486850454
0.8,500000,1,10.43205224405666
0.8,500000,1,9.994353047573712
0.8,500000,1,10.36386721946362
0.8,500000,1,10.146199185262653
0.8,500000,1,10.611368014673833
0.8,500000,1,10.739565346437246
0.8,500000,1,9.997003133825261
0.8,500000,1,10.66849121751482
0.8,500000,1,10.733157218583532
0.8,500000,1,9.900257475302599
0.8,500000,1,10.374041313912661
0.8,500000,1,10.573406549959468
0.8,500000,1,10.40641586912497
0.8,500000,1,9.983692342093887
0.8,500000,1,10.07805740335223
0.8,500000,1,10.238923240244516
0.8,500000,1,10.496180796035
0.8,500000,1,10.651824496221483
