rho,c,s,mean_wait_time
0.95,500000,4,23.458394631121624
0.95,500000,4,24.082780075405484
0.95,500000,4,22.384960004832305
0.95,500000,4,23.105095106602693
0.95,500000,4,21.471337841817885
0.95,500000,4,24.0102561878803
0.95,500000,4,22.373432669533777
0.95,500000,4,25.438450112681277
0.95,500000,4,24.985555556977395
0.95,500000,4,22.54968525034002
0.95,500000,4,24.08572534628289
0.95,500000,4,23.48493506786302
0.95,500000,4,24.122016357766558
0.95,500000,4,21.13928332849659
0.95,500000,4,24.57417035940319
0.95,500000,4,21.375513734989678
0.95,500000,4,23.682418411559016
0.95,500000,4,25.192191751228727
0.95,500000,4,23.900376166415867
0.95,500000,4,22.20650286342682
0.95,500000,4,22.851037705774985
0.95,500000,4,24.162993247692526
0.95,500000,4,25.03284611395073
0.95,500000,4,22.92976092785252
0.95,500000,4,24.838476765713903
0.95,500000,4,22.81162622567245
0.95,500000,4,23.205976689137255
0.95,500000,4,23.0475660015998
0.95,500000,4,22.70559939353141
0.95,500000,4,21.622786353143074
0.95,500000,4,21.869149281286045
0.95,500000,4,25.51119064966333
0.95,500000,4,24.835882892061456
0.95,500000,4,22.78443569908591
0.95,500000,4,23.56909342473954
0.95,500000,4,24.7608568041425
0.95,500000,4,22.58878129595523
0.95,500000,4,23.27659747415518
0.95,500000,4,24.120993184217753
0.95,500000,4,24.685713747338063
0.95,500000,4,22.638192919869038
0.95,500000,4,23.622280954062067
0.95,500000,4,22.900208854422345
0.95,500000,4,23.421167194892362
0.95,500000,4,22.68559366058717
0.95,500000,4,23.9272707064457
0.95,500000,4,22.34364341548029
0.95,500000,4,23.633372576654754
0.95,500000,4,26.943778120091473
0.95,500000,4,24.790159975285928
0.95,500000,4,24.903759729866216
0.95,500000,4,25.047738608502222
0.95,500000,4,24.58619828628418
0.95,500000,4,20.87215488555935
0.95,500000,4,25.37460655348583
0.95,500000,4,23.36977669900373
0.95,500000,4,24.61766233483805
0.95,500000,4,22.46455008847135
0.95,500000,4,22.18629293833137
0.95,500000,4,24.550292178341227
0.95,500000,4,23.300827657019617
0.95,500000,4,25.7518208047621
0.95,500000,4,25.020567965991717
0.95,500000,4,25.014799018580685
0.95,500000,4,24.85624433403696
0.95,500000,4,23.50219337279122
0.95,500000,4,22.017921183589106
0.95,500000,4,22.84443999170383
0.95,500000,4,23.05775610273478
0.95,500000,4,23.332190072406988
0.95,500000,4,23.595996780967898
0.95,500000,4,23.972910699261035
0.95,500000,4,23.110830057322573
0.95,500000,4,25.419078390096757
0.95,500000,4,23.17939539439814
0.95,500000,4,22.609723377321966
0.95,500000,4,24.842947846134404
0.95,500000,4,21.27854075963576
0.95,500000,4,26.442279248953874
0.95,500000,4,25.552887338424714
0.95,500000,4,24.271683706829133
0.95,500000,4,22.092051784612107
0.95,500000,4,23.625228317162875
0.95,500000,4,22.085581201727017
0.95,500000,4,23.930047686193568
0.95,500000,4,24.130579539716003
0.95,500000,4,23.815135557845597
0.95,500000,4,24.17733348675277
0.95,500000,4,23.573894364693555
0.95,500000,4,23.10009721843158
0.95,500000,4,26.261447729582
0.95,500000,4,23.738847793847828
0.95,500000,4,23.751439819684357
0.95,500000,4,24.616023931339853
0.95,500000,4,24.728942166104197
0.95,500000,4,25.720752014120993
0.95,500000,4,23.339286718415533
0.95,500000,4,22.308886251501615
0.95,500000,4,21.850242545461995
0.95,500000,4,22.951627028953755
