rho,c,s,mean_wait_time
0.8,500000,4,5.038226590544642
0.8,500000,4,4.944301672049748
0.8,500000,4,5.086871632457912
0.8,500000,4,5.075418340408488
0.8,500000,4,5.021613391173746
0.8,500000,4,5.03870496542478
0.8,500000,4,5.01211850815911
0.8,500000,4,5.109940923257812
0.8,500000,4,5.03634834891326
0.8,500000,4,4.965012073621119
0.8,500000,4,4.937032849031529
0.8,500000,4,5.008467095419683
0.8,500000,4,4.8922267693198185
0.8,500000,4,4.923148958906032
0.8,500000,4,5.006832539456254
0.8,500000,4,5.11820880893268
0.8,500000,4,4.842229951952547
0.8,500000,4,4.88657392562492
0.8,500000,4,5.0082824328352675
0.8,500000,4,4.928430189092734
0.8,500000,4,4.98843256716671
0.8,500000,4,4.955113198554054
0.8,500000,4,4.915110576628021
0.8,500000,4,4.919715391514196
0.8,500000,4,5.045270956951991
0.8,500000,4,5.027961944249156
0.8,500000,4,4.983345916588748
0.8,500000,4,5.119867993531527
0.8,500000,4,4.948466988459684
0.8,500000,4,5.011953930196898
0.8,500000,4,5.07999228730797
0.8,500000,4,5.098846978978798
0.8,500000,4,4.964132944947728
0.8,500000,4,4.98420344877123
0.8,500000,4,5.011813409678002
0.8,500000,4,4.898679001633781
0.8,500000,4,4.937990207487662
0.8,500000,4,4.900538419741381
0.8,500000,4,4.915337909220662
0.8,500000,4,5.006191970969195
0.8,500000,4,4.946543226332171
0.8,500000,4,5.0125901654257845
0.8,500000,4,4.998559068543137
0.8,500000,4,5.104736873001116
0.8,500000,4,4.851093262010269
0.8,500000,4,5.065958380341001
0.8,500000,4,4.949690481178136
0.8,500000,4,5.074163770370363
0.8,500000,4,4.955836060957941
0.8,500000,4,4.916379230502944
0.8,500000,4,4.9613524519600904
0.8,500000,4,4.95867901115763
0.8,500000,4,5.0008053146194555
0.8,500000,4,5.089938719311475
0.8,500000,4,4.961087502964304
0.8,500000,4,4.955124644049152
0.8,500000,4,4.9174315962729205
0.8,500000,4,5.075046663450272
0.8,500000,4,5.058766499156549
0.8,500000,4,5.025967873213757
0.8,500000,4,5.059399968172071
0.8,500000,4,5.071073278163118
0.8,500000,4,5.06031119326524
0.8,500000,4,4.980357180891346
0.8,500000,4,5.128577461876758
0.8,500000,4,4.946733638632921
0.8,500000,4,4.99392643787274
0.8,500000,4,5.060828699923551
0.8,500000,4,5.060218178811865
0.8,500000,4,5.173375404581411
0.8,500000,4,4.9464807045728065
0.8,500000,4,4.968973625930511
0.8,500000,4,5.0376453555906
0.8,500000,4,5.015745955854612
0.8,500000,4,4.9831404656528635
0.8,500000,4,5.017787022930735
0.8,500000,4,4.958611114015862
0.8,500000,4,5.009915063771131
0.8,500000,4,5.196618093492304
0.8,500000,4,4.88536578203441
0.8,500000,4,5.055335396741016
0.8,500000,4,4.922287561747292
0.8,500000,4,5.0313714197405455
0.8,500000,4,5.05648023647215
0.8,500000,4,4.916077813625043
0.8,500000,4,5.037603283972409
0.8,500000,4,4.977041091842193
0.8,500000,4,4.964610689147148
0.8,500000,4,4.948456270181112
0.8,500000,4,4.9330732689390135
0.8,500000,4,4.992902247065543
0.8,500000,4,4.995596096294759
0.8,500000,4,5.035650699075264
0.8,500000,4,5.018676831310293
0.8,500000,4,4.962247442723884
0.8,500000,4,4.891514048793106
0.8,500000,4,4.9385729779465795
0.8,500000,4,4.955032863888709
0.8,500000,4,4.9136044397809755
0.8,500000,4,5.1133625661247075
