rho,customer_no,servers,mean_waiting_time
0.95,500000,1,11.62595595924222
0.95,500000,1,11.906009986849568
0.95,500000,1,12.061606232516903
0.95,500000,1,11.670831586734531
0.95,500000,1,11.822138160034381
0.95,500000,1,11.7550220119748
0.95,500000,1,11.773173772793932
0.95,500000,1,11.613030677310466
0.95,500000,1,11.262514603959206
0.95,500000,1,11.352302083467018
0.95,500000,1,11.478290287171916
0.95,500000,1,12.103227619083318
0.95,500000,1,11.679918625214151
0.95,500000,1,12.096708629655087
0.95,500000,1,11.622523855547483
0.95,500000,1,12.050230946429675
0.95,500000,1,11.019637239035202
0.95,500000,1,12.044711627709724
0.95,500000,1,11.669140839958256
0.95,500000,1,12.365481753541056
0.95,500000,1,11.758178960575638
0.95,500000,1,11.880227599814802
0.95,500000,1,11.376695711460377
0.95,500000,1,10.73180433221774
0.95,500000,1,11.090446279477082
0.95,500000,1,11.077687226510047
0.95,500000,1,11.915435970008462
0.95,500000,1,12.276220430477752
0.95,500000,1,11.256970419961082
0.95,500000,1,11.766139646844568
0.95,500000,1,11.044013122960967
0.95,500000,1,11.73352875033735
0.95,500000,1,11.442287379120634
0.95,500000,1,11.754297495923822
0.95,500000,1,12.09906862932764
0.95,500000,1,11.141769432613449
0.95,500000,1,10.930795681836546
0.95,500000,1,11.733714012783807
0.95,500000,1,12.244048623804614
0.95,500000,1,11.237175211278581
0.95,500000,1,12.779240887170802
0.95,500000,1,12.51217520694552
0.95,500000,1,12.486132407204218
0.95,500000,1,11.5737481267991
0.95,500000,1,11.813474501975694
0.95,500000,1,12.204887565491967
0.95,500000,1,11.571744904810012
0.95,500000,1,12.079558119020342
0.95,500000,1,11.746245214290049
0.95,500000,1,12.238958575288969
0.95,500000,1,11.893598135647364
0.95,500000,1,11.827969928015257
0.95,500000,1,11.9966387887913
0.95,500000,1,10.870712695813177
0.95,500000,1,11.641737705189437
0.95,500000,1,11.623744166246212
0.95,500000,1,11.345749609738595
0.95,500000,1,12.75557598601041
0.95,500000,1,11.931933247709523
0.95,500000,1,11.91361939907944
0.95,500000,1,11.530948459458081
0.95,500000,1,11.40038739473098
0.95,500000,1,11.611025711920112
0.95,500000,1,12.248143195458693
0.95,500000,1,11.478831445500546
0.95,500000,1,12.736305069455748
0.95,500000,1,11.800746293504577
0.95,500000,1,11.36564990453453
0.95,500000,1,12.515653004826445
0.95,500000,1,11.683017411491045
0.95,500000,1,12.651644944659214
0.95,500000,1,11.594624250317485
0.95,500000,1,11.19529902799001
0.95,500000,1,11.957390388732383
0.95,500000,1,11.451973339512472
0.95,500000,1,11.957792817815468
0.95,500000,1,11.592763760070719
0.95,500000,1,11.898398487807743
0.95,500000,1,11.573496944855567
0.95,500000,1,12.129271525275307
0.95,500000,1,11.64349445055639
0.95,500000,1,11.670947561263814
0.95,500000,1,11.912142322486718
0.95,500000,1,12.736067253511646
0.95,500000,1,12.304078515421471
0.95,500000,1,11.55222195524346
0.95,500000,1,11.934916826310145
0.95,500000,1,11.448057921185951
0.95,500000,1,11.963870952847952
0.95,500000,1,11.745490104196739
0.95,500000,1,11.33040384960391
0.95,500000,1,12.087078429469443
0.95,500000,1,12.633902872884706
0.95,500000,1,12.342842472005303
0.95,500000,1,11.864974183206836
0.95,500000,1,11.798550037213795
0.95,500000,1,12.468455927855873
0.95,500000,1,11.87476505104534
0.95,500000,1,12.79160568741942
0.95,500000,1,11.944613946565717
