rho,customer_no,servers,mean_waiting_time
0.95,500000,2,5.775180174493941
0.95,500000,2,5.6970447884740985
0.95,500000,2,5.807263550785853
0.95,500000,2,6.053016581018354
0.95,500000,2,5.775867111631217
0.95,500000,2,5.427596445969128
0.95,500000,2,5.670227318351111
0.95,500000,2,6.136953484501327
0.95,500000,2,5.7602623832044575
0.95,500000,2,5.913112229943684
0.95,500000,2,6.209721775700125
0.95,500000,2,6.228875380552556
0.95,500000,2,5.65234177053469
0.95,500000,2,5.771119282564107
0.95,500000,2,6.462674327765823
0.95,500000,2,5.636987181737691
0.95,500000,2,5.211968290350065
0.95,500000,2,5.612380094782846
0.95,500000,2,5.798033437462292
0.95,500000,2,5.8741707978699385
0.95,500000,2,5.661529093707182
0.95,500000,2,5.566263916191844
0.95,500000,2,5.902646230791198
0.95,500000,2,5.831602371233047
0.95,500000,2,5.59126175611356
0.95,500000,2,5.426529751204861
0.95,500000,2,5.395920809190895
0.95,500000,2,5.543576565376913
0.95,500000,2,5.690392682225654
0.95,500000,2,5.594153781955577
0.95,500000,2,5.766031307349535
0.95,500000,2,5.759980853228873
0.95,500000,2,6.019435936181412
0.95,500000,2,6.016031311401826
0.95,500000,2,5.730494612858573
0.95,500000,2,6.0731045935030785
0.95,500000,2,5.867940152200212
0.95,500000,2,5.913372394763191
0.95,500000,2,5.5247683085721295
0.95,500000,2,5.791444975691179
0.95,500000,2,5.814493352910664
0.95,500000,2,5.764937716162688
0.95,500000,2,5.6259147592103735
0.95,500000,2,5.547552331559165
0.95,500000,2,6.08175973772027
0.95,500000,2,5.732714639038311
0.95,500000,2,5.3206753535524145
0.95,500000,2,5.753530340126929
0.95,500000,2,5.773549969882002
0.95,500000,2,5.895016904904751
0.95,500000,2,5.760494727196673
0.95,500000,2,5.6259635571675535
0.95,500000,2,5.809500062642502
0.95,500000,2,5.929238923849391
0.95,500000,2,5.8681802526648035
0.95,500000,2,6.011455043047954
0.95,500000,2,5.435961387747063
0.95,500000,2,6.289885151478267
0.95,500000,2,5.861465467284952
0.95,500000,2,6.187965372837079
0.95,500000,2,5.6980222144733865
0.95,500000,2,5.405769258158065
0.95,500000,2,6.051762959675878
0.95,500000,2,5.643471861716105
0.95,500000,2,5.872093753768005
0.95,500000,2,5.840153460766034
0.95,500000,2,5.432020240909469
0.95,500000,2,5.939399699748952
0.95,500000,2,5.787422613308698
0.95,500000,2,5.629671414916416
0.95,500000,2,6.32202985987616
0.95,500000,2,5.99064569328307
0.95,500000,2,5.7938772271884265
0.95,500000,2,5.820957953026576
0.95,500000,2,5.519582092129924
0.95,500000,2,6.027641310359655
0.95,500000,2,5.370213867128467
0.95,500000,2,6.475633407177508
0.95,500000,2,5.709194693673066
0.95,500000,2,5.983629957646238
0.95,500000,2,6.290381464645979
0.95,500000,2,5.621385336283373
0.95,500000,2,5.9674801928544055
0.95,500000,2,5.815361646032378
0.95,500000,2,5.81179172063392
0.95,500000,2,6.268008900768468
0.95,500000,2,5.822627741464102
0.95,500000,2,5.995879731269683
0.95,500000,2,5.91174961638337
0.95,500000,2,5.682539784032119
0.95,500000,2,6.176729534362511
0.95,500000,2,5.515615191358271
0.95,500000,2,5.636792763527211
0.95,500000,2,5.307592934559912
0.95,500000,2,5.397527497878835
0.95,500000,2,5.775408051679073
0.95,500000,2,6.010590038320204
0.95,500000,2,5.9792164136149415
0.95,500000,2,5.949773899633552
0.95,500000,2,5.81232596924783
