rho,customer_no,servers,mean_waiting_time
0.95,500000,4,13.696875007904827
0.95,500000,4,13.552044442383423
0.95,500000,4,10.56365720759647
0.95,500000,4,10.67512263428167
0.95,500000,4,12.222483331888373
0.95,500000,4,11.525894294644617
0.95,500000,4,13.175208486597365
0.95,500000,4,11.72263063846472
0.95,500000,4,11.379399341678193
0.95,500000,4,10.559994164718383
0.95,500000,4,10.046236810010539
0.95,500000,4,10.912784558772229
0.95,500000,4,12.107570269226851
0.95,500000,4,10.990067673947776
0.95,500000,4,11.401312581144532
0.95,500000,4,11.01933400395312
0.95,500000,4,10.945126941974861
0.95,500000,4,11.15300436387103
0.95,500000,4,9.783883468618065
0.95,500000,4,11.79419601953964
0.95,500000,4,11.491425258252296
0.95,500000,4,10.58661918964317
0.95,500000,4,12.01659437118929
0.95,500000,4,11.311979140646049
0.95,500000,4,11.7067514810531
0.95,500000,4,11.812823507624637
0.95,500000,4,11.584228178896085
0.95,500000,4,11.646578677968355
0.95,500000,4,10.999238891398607
0.95,500000,4,10.361526751590155
0.95,500000,4,10.472972314772711
0.95,500000,4,11.449339650490417
0.95,500000,4,12.543542778694128
0.95,500000,4,10.832138955616921
0.95,500000,4,11.99277638116309
0.95,500000,4,11.834113414263552
0.95,500000,4,11.203337579469247
0.95,500000,4,13.622876107348958
0.95,500000,4,11.299658924882245
0.95,500000,4,11.429671501002183
0.95,500000,4,11.247532023787688
0.95,500000,4,11.489163765373197
0.95,500000,4,11.102790328641468
0.95,500000,4,11.352665331632036
0.95,500000,4,14.319904033875238
0.95,500000,4,10.350541247994627
0.95,500000,4,11.53047820044573
0.95,500000,4,11.484633564362825
0.95,500000,4,13.278476594909328
0.95,500000,4,11.774594632555713
0.95,500000,4,11.640349252142743
0.95,500000,4,10.700752720992558
0.95,500000,4,12.131580382659832
0.95,500000,4,12.122568233365673
0.95,500000,4,10.943961183992254
0.95,500000,4,10.33878830629873
0.95,500000,4,12.321214185555721
0.95,500000,4,10.638933709083588
0.95,500000,4,11.706964101775164
0.95,500000,4,10.431916754734575
0.95,500000,4,11.299552089258256
0.95,500000,4,10.852014919671836
0.95,500000,4,10.459427508020578
0.95,500000,4,10.521017436901646
0.95,500000,4,10.948094275837395
0.95,500000,4,9.917752855495884
0.95,500000,4,11.790941637533512
0.95,500000,4,10.113168198081407
0.95,500000,4,12.495194253479697
0.95,500000,4,11.249296159276208
0.95,500000,4,11.471973244732975
0.95,500000,4,11.504246171636932
0.95,500000,4,10.147673460457698
0.95,500000,4,11.479589698981302
0.95,500000,4,12.40704157968678
0.95,500000,4,12.320977281583872
0.95,500000,4,13.606703212401111
0.95,500000,4,11.669703945905933
0.95,500000,4,11.103370462978331
0.95,500000,4,10.880308199554161
0.95,500000,4,11.036271189912163
0.95,500000,4,11.537998363422064
0.95,500000,4,13.119157170981014
0.95,500000,4,12.256040079379295
0.95,500000,4,10.00709177824826
0.95,500000,4,11.11334297743181
0.95,500000,4,11.980185863836184
0.95,500000,4,11.517274296869909
0.95,500000,4,11.224028867925476
0.95,500000,4,9.880386495844474
0.95,500000,4,10.237795018739412
0.95,500000,4,12.047701957373883
0.95,500000,4,11.310893714739397
0.95,500000,4,11.854394113237978
0.95,500000,4,11.267415551165218
0.95,500000,4,10.71024613738084
0.95,500000,4,11.060089837824318
0.95,500000,4,13.078454555012604
0.95,500000,4,12.021915557035873
0.95,500000,4,11.432322725042331
