rho,customer_no,servers,mean_waiting_time
0.95,500000,2,23.532529766623913
0.95,500000,2,21.536428750555647
0.95,500000,2,22.49416443804649
0.95,500000,2,21.411953770533437
0.95,500000,2,27.65729752183144
0.95,500000,2,26.427779056249314
0.95,500000,2,23.498878877618647
0.95,500000,2,21.588384731397603
0.95,500000,2,24.008255942720062
0.95,500000,2,24.248296021092028
0.95,500000,2,23.551539560627283
0.95,500000,2,23.309057766324017
0.95,500000,2,23.583839288097522
0.95,500000,2,21.89530593712351
0.95,500000,2,24.611535257987764
0.95,500000,2,23.205645163651038
0.95,500000,2,23.699644894688337
0.95,500000,2,22.88347449278792
0.95,500000,2,23.913350225835305
0.95,500000,2,23.28146102177174
0.95,500000,2,22.36594342997061
0.95,500000,2,25.364891272748917
0.95,500000,2,25.316429188066802
0.95,500000,2,24.00151159321545
0.95,500000,2,26.862998315806994
0.95,500000,2,24.166917759079595
0.95,500000,2,23.193784180999838
0.95,500000,2,24.112853434821357
0.95,500000,2,23.85628735470552
0.95,500000,2,25.71763323786366
0.95,500000,2,21.580413979056633
0.95,500000,2,24.822612060510007
0.95,500000,2,23.314161467397465
0.95,500000,2,26.19595197007019
0.95,500000,2,23.253427992518606
0.95,500000,2,28.3980658288697
0.95,500000,2,22.58989220612944
0.95,500000,2,27.222825355724424
0.95,500000,2,22.2847205621389
0.95,500000,2,26.03937828347801
0.95,500000,2,20.284370949628148
0.95,500000,2,20.569155846103495
0.95,500000,2,23.161364648852338
0.95,500000,2,24.889812086540694
0.95,500000,2,25.724448651379493
0.95,500000,2,23.429264402534443
0.95,500000,2,22.975321425678093
0.95,500000,2,24.924185726041316
0.95,500000,2,27.82295826097069
0.95,500000,2,23.735681831032093
0.95,500000,2,23.13898837702049
0.95,500000,2,22.911589393262446
0.95,500000,2,24.95128421267835
0.95,500000,2,25.712326923706673
0.95,500000,2,24.177425831991997
0.95,500000,2,22.00627682909471
0.95,500000,2,26.703304905647133
0.95,500000,2,22.404065380120915
0.95,500000,2,25.19781527620608
0.95,500000,2,25.579793821480582
0.95,500000,2,21.49152316387517
0.95,500000,2,22.034892232772965
0.95,500000,2,24.035594385992166
0.95,500000,2,19.56288229865029
0.95,500000,2,23.574102706127288
0.95,500000,2,23.440269007795454
0.95,500000,2,24.132446558781403
0.95,500000,2,20.08966940993742
0.95,500000,2,22.967689014570496
0.95,500000,2,26.07388291590048
0.95,500000,2,25.99928145982221
0.95,500000,2,22.66153066181009
0.95,500000,2,25.43989852741691
0.95,500000,2,23.860845966958887
0.95,500000,2,23.828560037734874
0.95,500000,2,23.789427636038035
0.95,500000,2,21.89392014534648
0.95,500000,2,24.713714913797173
0.95,500000,2,22.223326996305392
0.95,500000,2,28.389102068990535
0.95,500000,2,26.669506792857923
0.95,500000,2,24.462544688465645
0.95,500000,2,25.957889881681687
0.95,500000,2,23.324395258503806
0.95,500000,2,25.174610201968054
0.95,500000,2,29.123364959569653
0.95,500000,2,28.27563205168137
0.95,500000,2,25.437260722709617
0.95,500000,2,22.63741801776436
0.95,500000,2,22.12101329234032
0.95,500000,2,28.157383161342135
0.95,500000,2,28.767499096488592
0.95,500000,2,24.20563245550461
0.95,500000,2,27.4646047199871
0.95,500000,2,22.81956184188169
0.95,500000,2,22.546575653993525
0.95,500000,2,24.14273161752724
0.95,500000,2,19.312400524076228
0.95,500000,2,25.810033286018413
0.95,500000,2,24.724789184223287
