rho,c,s,mean_wait_time
0.9,500000,1,5.566810239879007
0.9,500000,1,5.874952884766008
0.9,500000,1,5.5246787015157
0.9,500000,1,5.736239923546486
0.9,500000,1,5.659589190219969
0.9,500000,1,5.8185667293237096
0.9,500000,1,5.796548604841568
0.9,500000,1,5.605962198539851
0.9,500000,1,5.7992968767401285
0.9,500000,1,5.47619379584227
0.9,500000,1,5.5825888756868025
0.9,500000,1,5.786078727403751
0.9,500000,1,5.739821590334034
0.9,500000,1,5.657125567720101
0.9,500000,1,5.570558902734221
0.9,500000,1,5.446608817069597
0.9,500000,1,5.350620738445988
0.9,500000,1,5.54008097762835
0.9,500000,1,5.611081018137086
0.9,500000,1,5.542696219400069
0.9,500000,1,5.653640990337096
0.9,500000,1,5.737470064146705
0.9,500000,1,5.623596888843611
0.9,500000,1,5.71939654728319
0.9,500000,1,5.480809322128965
0.9,500000,1,5.593504983063517
0.9,500000,1,5.584470587588511
0.9,500000,1,5.917037561917403
0.9,500000,1,5.436196797303971
0.9,500000,1,5.851659002426597
0.9,500000,1,5.759136963580411
0.9,500000,1,5.544187463001469
0.9,500000,1,5.561823757339869
0.9,500000,1,5.562332205397994
0.9,500000,1,5.652915156985955
0.9,500000,1,5.769357427821389
0.9,500000,1,5.6186172393691844
0.9,500000,1,5.578304532655885
0.9,500000,1,5.525590110089938
0.9,500000,1,5.4699539268741
0.9,500000,1,5.63874260547403
0.9,500000,1,5.668713096274054
0.9,500000,1,5.546562462459648
0.9,500000,1,5.581393373037316
0.9,500000,1,5.931517784120105
0.9,500000,1,5.581850175410103
0.9,500000,1,5.442830431350345
0.9,500000,1,5.587672103665703
0.9,500000,1,5.693165110113356
0.9,500000,1,5.750052601278754
0.9,500000,1,5.519217195491666
0.9,500000,1,5.87929019582339
0.9,500000,1,5.539769253332467
0.9,500000,1,5.6091994495262805
0.9,500000,1,5.736233594574672
0.9,500000,1,5.639539628232461
0.9,500000,1,5.609272982493166
0.9,500000,1,5.652775466921961
0.9,500000,1,5.61457219682992
0.9,500000,1,5.8579011092499975
0.9,500000,1,5.532169206133031
0.9,500000,1,5.703482907684533
0.9,500000,1,5.6022482163407075
0.9,500000,1,5.941772979461582
0.9,500000,1,5.639630907344555
0.9,500000,1,5.622464854184703
0.9,500000,1,5.714133182653654
0.9,500000,1,5.609236385296047
0.9,500000,1,5.584643454710322
0.9,500000,1,5.644666150653229
0.9,500000,1,5.74591155022677
0.9,500000,1,5.630763867901161
0.9,500000,1,5.726487399791071
0.9,500000,1,5.6897690104970735
0.9,500000,1,5.738491819056553
0.9,500000,1,5.6377743958902835
0.9,500000,1,5.518279482366407
0.9,500000,1,5.5852669594048
0.9,500000,1,5.6308215361461675
0.9,500000,1,5.733233653395463
0.9,500000,1,5.572190869424466
0.9,500000,1,5.672752909287963
0.9,500000,1,5.626786594428936
0.9,500000,1,5.763270436381865
0.9,500000,1,5.681734154490812
0.9,500000,1,5.725142764957199
0.9,500000,1,5.506971342299136
0.9,500000,1,5.6746095420293905
0.9,500000,1,5.327168068328174
0.9,500000,1,5.68582160511886
0.9,500000,1,5.666696822130829
0.9,500000,1,5.74000808525784
0.9,500000,1,5.582113724393083
0.9,500000,1,5.598994282173541
0.9,500000,1,5.632739335941283
0.9,500000,1,5.684351850520001
0.9,500000,1,5.530753578464169
0.9,500000,1,5.694329141755276
0.9,500000,1,5.556087299175885
0.9,500000,1,5.527498721206716
