rho,c,s,mean_wait_time
0.8,500000,1,2.4825072416682095
0.8,500000,1,2.5232603728810825
0.8,500000,1,2.481898855011504
0.8,500000,1,2.4685710443938897
0.8,500000,1,2.526399817340456
0.8,500000,1,2.523056671733799
0.8,500000,1,2.5158081451187244
0.8,500000,1,2.49147041813884
0.8,500000,1,2.4768512817701067
0.8,500000,1,2.4901982965317577
0.8,500000,1,2.4725943531094177
0.8,500000,1,2.507249268203198
0.8,500000,1,2.4701732326599846
0.8,500000,1,2.4929191236914146
0.8,500000,1,2.485550545264516
0.8,500000,1,2.5471703937844143
0.8,500000,1,2.554118956278098
0.8,500000,1,2.486830653244768
0.8,500000,1,2.5030539918026253
0.8,500000,1,2.5097265493054604
0.8,500000,1,2.5046907718772626
0.8,500000,1,2.486922155589305
0.8,500000,1,2.513240233601729
0.8,500000,1,2.511753502570577
0.8,500000,1,2.493263362428766
0.8,500000,1,2.5129215748867355
0.8,500000,1,2.517662315032889
0.8,500000,1,2.518965938590571
0.8,500000,1,2.4157403965742485
0.8,500000,1,2.473369811696867
0.8,500000,1,2.5334014329583208
0.8,500000,1,2.487808612288821
0.8,500000,1,2.458104977901665
0.8,500000,1,2.4944782777725623
0.8,500000,1,2.533850247116753
0.8,500000,1,2.4935265770367447
0.8,500000,1,2.496291010589235
0.8,500000,1,2.4731022255423296
0.8,500000,1,2.5274057530201577
0.8,500000,1,2.5353987259239776
0.8,500000,1,2.479997865370698
0.8,500000,1,2.521672068490695
0.8,500000,1,2.575535193748433
0.8,500000,1,2.491160349214912
0.8,500000,1,2.500710564287629
0.8,500000,1,2.5092321180188963
0.8,500000,1,2.5028421955585998
0.8,500000,1,2.517893984477451
0.8,500000,1,2.464924711058106
0.8,500000,1,2.4971176587504718
0.8,500000,1,2.5078125439831753
0.8,500000,1,2.4955576700553004
0.8,500000,1,2.4659379748220083
0.8,500000,1,2.4507560036492277
0.8,500000,1,2.5231747190749934
0.8,500000,1,2.550227942540479
0.8,500000,1,2.5005057331784775
0.8,500000,1,2.46894979431885
0.8,500000,1,2.52543120965782
0.8,500000,1,2.5058699732242506
0.8,500000,1,2.5450853405745355
0.8,500000,1,2.518932061266865
0.8,500000,1,2.481589000898104
0.8,500000,1,2.505076148379473
0.8,500000,1,2.4898274380549137
0.8,500000,1,2.5423024405711474
0.8,500000,1,2.5124629118398523
0.8,500000,1,2.478437343049619
0.8,500000,1,2.5250426051094896
0.8,500000,1,2.558384591973428
0.8,500000,1,2.496741377281169
0.8,500000,1,2.507503005325848
0.8,500000,1,2.5132249517706966
0.8,500000,1,2.5227745350370996
0.8,500000,1,2.485114385179109
0.8,500000,1,2.514131224126673
0.8,500000,1,2.4830062383380436
0.8,500000,1,2.501205434374976
0.8,500000,1,2.4997950759919845
0.8,500000,1,2.4702099840574507
0.8,500000,1,2.486915300914227
0.8,500000,1,2.493146091949145
0.8,500000,1,2.4559098688502776
0.8,500000,1,2.5525430813447665
0.8,500000,1,2.5017328891225663
0.8,500000,1,2.4729289525479192
0.8,500000,1,2.5082223528835352
0.8,500000,1,2.4955095600967874
0.8,500000,1,2.5001707826139965
0.8,500000,1,2.486931254661147
0.8,500000,1,2.5071826470620158
0.8,500000,1,2.5005196142210213
0.8,500000,1,2.4860581150120935
0.8,500000,1,2.4648218255110392
0.8,500000,1,2.467203529936759
0.8,500000,1,2.5116178178969273
0.8,500000,1,2.535579277818218
0.8,500000,1,2.5267855849709018
0.8,500000,1,2.5054469520362552
0.8,500000,1,2.5032642486775702
