rho,c,s,mean_wait_time
0.5,500000,1,0.8889043134236294
0.5,500000,1,0.8894216406457156
0.5,500000,1,0.8883973199091603
0.5,500000,1,0.8809861018951927
0.5,500000,1,0.8887336070076824
0.5,500000,1,0.8953665506577173
0.5,500000,1,0.8951814765608893
0.5,500000,1,0.8896927586961885
0.5,500000,1,0.8821252047375422
0.5,500000,1,0.8892750377952249
0.5,500000,1,0.8879716712523538
0.5,500000,1,0.8926027361463896
0.5,500000,1,0.8906892167789884
0.5,500000,1,0.8817018575713008
0.5,500000,1,0.8835661579264531
0.5,500000,1,0.8873822677332724
0.5,500000,1,0.8923369232695273
0.5,500000,1,0.8896100260953247
0.5,500000,1,0.8948464306040719
0.5,500000,1,0.8986297083317145
0.5,500000,1,0.8865132432873443
0.5,500000,1,0.8966563229936657
0.5,500000,1,0.9017695733628494
0.5,500000,1,0.8931913424884684
0.5,500000,1,0.890314616971897
0.5,500000,1,0.8874791234140097
0.5,500000,1,0.8868713291187771
0.5,500000,1,0.8871690875463335
0.5,500000,1,0.8824174113836843
0.5,500000,1,0.8881545622492409
0.5,500000,1,0.8847342116689286
0.5,500000,1,0.8900535641091745
0.5,500000,1,0.8882311688478854
0.5,500000,1,0.8913223464291244
0.5,500000,1,0.8891660270709001
0.5,500000,1,0.8965131610930822
0.5,500000,1,0.8899883126474433
0.5,500000,1,0.8738056659136132
0.5,500000,1,0.8905207736524446
0.5,500000,1,0.882852133997036
0.5,500000,1,0.8850357830887217
0.5,500000,1,0.8889312235988415
0.5,500000,1,0.8873072170572611
0.5,500000,1,0.8788105706250805
0.5,500000,1,0.8871507510149628
0.5,500000,1,0.8999842256949109
0.5,500000,1,0.8918776641463327
0.5,500000,1,0.883790061176023
0.5,500000,1,0.8854745777756698
0.5,500000,1,0.8847695854400044
0.5,500000,1,0.886371846664593
0.5,500000,1,0.891383410692237
0.5,500000,1,0.8869698350565978
0.5,500000,1,0.8919774646724349
0.5,500000,1,0.8950663619694329
0.5,500000,1,0.882093990105018
0.5,500000,1,0.8891065072623185
0.5,500000,1,0.8937035725563446
0.5,500000,1,0.8874098202221055
0.5,500000,1,0.8904007517007906
0.5,500000,1,0.8875986449287141
0.5,500000,1,0.8950949968213232
0.5,500000,1,0.8975897435595691
0.5,500000,1,0.8967804808242024
0.5,500000,1,0.8985223211066177
0.5,500000,1,0.8897965956456098
0.5,500000,1,0.8861267804696747
0.5,500000,1,0.9039855172383042
0.5,500000,1,0.8907517173750369
0.5,500000,1,0.8896054182380326
0.5,500000,1,0.8932151031390864
0.5,500000,1,0.8983617386154491
0.5,500000,1,0.8991720105234415
0.5,500000,1,0.8950292324309908
0.5,500000,1,0.8928352964967915
0.5,500000,1,0.8840032365348606
0.5,500000,1,0.8870252339368365
0.5,500000,1,0.8855671173982115
0.5,500000,1,0.8911264082177456
0.5,500000,1,0.8853854330437079
0.5,500000,1,0.8951530636521771
0.5,500000,1,0.8875658735613087
0.5,500000,1,0.8883420972468651
0.5,500000,1,0.8857742800854496
0.5,500000,1,0.8849826611478974
0.5,500000,1,0.8841737584694722
0.5,500000,1,0.891648209506183
0.5,500000,1,0.8953959538365572
0.5,500000,1,0.8896359874507513
0.5,500000,1,0.8923216218019877
0.5,500000,1,0.8936070919270417
0.5,500000,1,0.8885174786326846
0.5,500000,1,0.8943612063331832
0.5,500000,1,0.9009249095784377
0.5,500000,1,0.8921349555369014
0.5,500000,1,0.890655750739903
0.5,500000,1,0.9030489681095983
0.5,500000,1,0.9062808063306982
0.5,500000,1,0.8959740740759045
0.5,500000,1,0.8906789729704278
