rho,customer_no,servers,mean_waiting_time
0.95,500000,1,24.29478082647087
0.95,500000,1,26.25020560308374
0.95,500000,1,24.769305317829563
0.95,500000,1,23.175059439574703
0.95,500000,1,24.02823902969961
0.95,500000,1,29.50275958520428
0.95,500000,1,27.034787999252476
0.95,500000,1,24.525398855211755
0.95,500000,1,25.144262232156937
0.95,500000,1,25.398091145546065
0.95,500000,1,26.03112560409629
0.95,500000,1,23.202248474471915
0.95,500000,1,23.501929756356002
0.95,500000,1,23.93667286683001
0.95,500000,1,23.948655004703976
0.95,500000,1,26.78516486364057
0.95,500000,1,26.23914663970711
0.95,500000,1,23.966521752508193
0.95,500000,1,24.18682584328461
0.95,500000,1,23.32140585833071
0.95,500000,1,22.965723341555375
0.95,500000,1,24.241013569206707
0.95,500000,1,22.583437498762823
0.95,500000,1,22.444859437726855
0.95,500000,1,23.427592738182167
0.95,500000,1,23.18159738021313
0.95,500000,1,22.222386392659693
0.95,500000,1,27.905551092585977
0.95,500000,1,23.315813529541536
0.95,500000,1,22.886238586935917
0.95,500000,1,23.873385881373938
0.95,500000,1,23.673089452402344
0.95,500000,1,24.052199930937036
0.95,500000,1,25.60649776639841
0.95,500000,1,22.664309056814933
0.95,500000,1,24.387543495829775
0.95,500000,1,25.492443317749053
0.95,500000,1,22.40837530922553
0.95,500000,1,23.51792923101904
0.95,500000,1,26.05767950474661
0.95,500000,1,25.733985520006538
0.95,500000,1,25.38673669557601
0.95,500000,1,23.972386429398938
0.95,500000,1,23.656420745770525
0.95,500000,1,22.45198169575096
0.95,500000,1,21.58526273727505
0.95,500000,1,22.074398355965652
0.95,500000,1,23.57159816953044
0.95,500000,1,24.79759191257504
0.95,500000,1,22.561717058140566
0.95,500000,1,23.38510084092453
0.95,500000,1,22.275900711407502
0.95,500000,1,25.59774933513302
0.95,500000,1,20.90424183827666
0.95,500000,1,23.1854934604922
0.95,500000,1,26.001379561776847
0.95,500000,1,28.01140367924451
0.95,500000,1,23.083291136621973
0.95,500000,1,23.66478985913752
0.95,500000,1,21.601016170931356
0.95,500000,1,22.003295717513293
0.95,500000,1,25.137191478981492
0.95,500000,1,24.548223676021532
0.95,500000,1,23.268587109798514
0.95,500000,1,25.21266740158024
0.95,500000,1,26.69097772760486
0.95,500000,1,23.95307816172952
0.95,500000,1,26.239523030752373
0.95,500000,1,23.70197083588753
0.95,500000,1,23.917322218296587
0.95,500000,1,22.55128032549315
0.95,500000,1,23.587894358297028
0.95,500000,1,22.88946055051617
0.95,500000,1,25.90709426048834
0.95,500000,1,22.41318489403587
0.95,500000,1,23.311001091769434
0.95,500000,1,23.059085959248794
0.95,500000,1,20.130978001689332
0.95,500000,1,24.32351768647831
0.95,500000,1,23.114521859377156
0.95,500000,1,22.019125117283384
0.95,500000,1,23.84917698519249
0.95,500000,1,20.97260044204453
0.95,500000,1,25.444490674110956
0.95,500000,1,27.29182459872555
0.95,500000,1,23.361662827486327
0.95,500000,1,25.306714283660384
0.95,500000,1,22.441010525144137
0.95,500000,1,22.09955116663922
0.95,500000,1,24.253956681835103
0.95,500000,1,23.37249746273945
0.95,500000,1,23.696930979164907
0.95,500000,1,22.61167460142263
0.95,500000,1,23.854249474557736
0.95,500000,1,23.517103069034093
0.95,500000,1,22.68941172053832
0.95,500000,1,24.07402173099051
0.95,500000,1,23.579589096647478
0.95,500000,1,24.60129717629398
0.95,500000,1,22.888668091918788
