rho,customer_no,servers,mean_waiting_time
0.5,500000,1,1.2520697019095328
0.5,500000,1,1.2447507343242188
0.5,500000,1,1.2526889880704914
0.5,500000,1,1.2488716275339935
0.5,500000,1,1.2388644142578324
0.5,500000,1,1.2303911192370105
0.5,500000,1,1.2513953308108372
0.5,500000,1,1.2367970343642714
0.5,500000,1,1.249272846753378
0.5,500000,1,1.2361270597187684
0.5,500000,1,1.2586378749081935
0.5,500000,1,1.2623083685234682
0.5,500000,1,1.2506817445118454
0.5,500000,1,1.2510517481889496
0.5,500000,1,1.2557863188410447
0.5,500000,1,1.243375045693535
0.5,500000,1,1.2520242276910127
0.5,500000,1,1.257488910863232
0.5,500000,1,1.2552585413027393
0.5,500000,1,1.2625806363358625
0.5,500000,1,1.255289967520092
0.5,500000,1,1.2562788744250113
0.5,500000,1,1.2587762812804826
0.5,500000,1,1.2575730016968618
0.5,500000,1,1.2554670364590284
0.5,500000,1,1.251206222443494
0.5,500000,1,1.244544851061646
0.5,500000,1,1.2496932094873152
0.5,500000,1,1.260798168313175
0.5,500000,1,1.2500081612448146
0.5,500000,1,1.2468414146200208
0.5,500000,1,1.2404966331002154
0.5,500000,1,1.2546470237528111
0.5,500000,1,1.2457611801758823
0.5,500000,1,1.2581596416132852
0.5,500000,1,1.2445995303865227
0.5,500000,1,1.277918859552707
0.5,500000,1,1.2485717020058391
0.5,500000,1,1.257803049502268
0.5,500000,1,1.2471872304025964
0.5,500000,1,1.2653770989688664
0.5,500000,1,1.2561166907058747
0.5,500000,1,1.2537176863049413
0.5,500000,1,1.239767613946077
0.5,500000,1,1.2448426765882896
0.5,500000,1,1.2425833198322513
0.5,500000,1,1.2501473886695937
0.5,500000,1,1.258239746504775
0.5,500000,1,1.2458565260432581
0.5,500000,1,1.2541294225011679
0.5,500000,1,1.2444931292697787
0.5,500000,1,1.2452379719678932
0.5,500000,1,1.2581536351054678
0.5,500000,1,1.2500091414583478
0.5,500000,1,1.2404856479171935
0.5,500000,1,1.2408286458095334
0.5,500000,1,1.2479094142333265
0.5,500000,1,1.2529391511693506
0.5,500000,1,1.2496251424520066
0.5,500000,1,1.2669798450997172
0.5,500000,1,1.2545629484871077
0.5,500000,1,1.2263802345610333
0.5,500000,1,1.2482275901886448
0.5,500000,1,1.2379036837756079
0.5,500000,1,1.2610127072939201
0.5,500000,1,1.2443582526803152
0.5,500000,1,1.2458544923731925
0.5,500000,1,1.2495544574591313
0.5,500000,1,1.2542688216449027
0.5,500000,1,1.2674017814516965
0.5,500000,1,1.2499411764730612
0.5,500000,1,1.2409076710822242
0.5,500000,1,1.2610318164193661
0.5,500000,1,1.2538414715482376
0.5,500000,1,1.2708932024337194
0.5,500000,1,1.2520227136846165
0.5,500000,1,1.2528018365295392
0.5,500000,1,1.2517309589399208
0.5,500000,1,1.2573963703657742
0.5,500000,1,1.2567874858148689
0.5,500000,1,1.2475184342169046
0.5,500000,1,1.2436366127285152
0.5,500000,1,1.243177879024575
0.5,500000,1,1.2402891195186534
0.5,500000,1,1.2446983877606592
0.5,500000,1,1.2404275928980084
0.5,500000,1,1.2567305258610797
0.5,500000,1,1.2512151774563989
0.5,500000,1,1.2646427644452876
0.5,500000,1,1.2312520410621526
0.5,500000,1,1.2420475613831659
0.5,500000,1,1.2562676983512189
0.5,500000,1,1.237836593155481
0.5,500000,1,1.2388192553030593
0.5,500000,1,1.2504152643693403
0.5,500000,1,1.2496854835978308
0.5,500000,1,1.2305030812764672
0.5,500000,1,1.255854078013881
0.5,500000,1,1.25918811339791
0.5,500000,1,1.2466263066317607
