rho,customer_no,servers,mean_waiting_time
0.8,500000,1,4.959293658656087
0.8,500000,1,4.942955779717943
0.8,500000,1,5.0307339135959825
0.8,500000,1,4.980754947182244
0.8,500000,1,5.008629408712606
0.8,500000,1,4.85976130235959
0.8,500000,1,5.072591486184668
0.8,500000,1,4.912755111190143
0.8,500000,1,5.035529809436218
0.8,500000,1,5.134437014152543
0.8,500000,1,4.972832625390287
0.8,500000,1,4.958007471240034
0.8,500000,1,4.856783539927265
0.8,500000,1,4.987579244594963
0.8,500000,1,5.033486872425234
0.8,500000,1,4.841354961271599
0.8,500000,1,5.126013272032702
0.8,500000,1,5.068277204885485
0.8,500000,1,4.916653979778672
0.8,500000,1,4.892973798050347
0.8,500000,1,5.047749620425044
0.8,500000,1,4.878725635802073
0.8,500000,1,5.023261324720734
0.8,500000,1,4.9692080929934495
0.8,500000,1,5.092325218605022
0.8,500000,1,5.01424775306517
0.8,500000,1,5.019192393610031
0.8,500000,1,4.959152835157705
0.8,500000,1,4.982795136328088
0.8,500000,1,4.981573953403599
0.8,500000,1,4.990116499412748
0.8,500000,1,5.0582630487764435
0.8,500000,1,4.889614031184689
0.8,500000,1,4.997899784878745
0.8,500000,1,4.897406771927466
0.8,500000,1,4.968046086252649
0.8,500000,1,4.921580059371021
0.8,500000,1,4.942920235669793
0.8,500000,1,5.017405015621862
0.8,500000,1,5.013092546458597
0.8,500000,1,5.021815167864061
0.8,500000,1,4.923403098167969
0.8,500000,1,4.897730415108249
0.8,500000,1,5.013234060552545
0.8,500000,1,5.001013361594903
0.8,500000,1,4.931623646547496
0.8,500000,1,4.944225113959718
0.8,500000,1,4.958264108008603
0.8,500000,1,4.983562866132966
0.8,500000,1,4.888852959634404
0.8,500000,1,4.906428652552896
0.8,500000,1,4.973890895184159
0.8,500000,1,4.973415034612992
0.8,500000,1,4.85341574330526
0.8,500000,1,4.85728679844415
0.8,500000,1,4.988111998032807
0.8,500000,1,4.939144932563613
0.8,500000,1,4.976402937854943
0.8,500000,1,4.980248466358721
0.8,500000,1,4.869627436635144
0.8,500000,1,5.076310154057631
0.8,500000,1,5.016558604587007
0.8,500000,1,4.969629224431294
0.8,500000,1,4.9481381295010864
0.8,500000,1,5.040940382679109
0.8,500000,1,5.200343671780645
0.8,500000,1,5.097890702733841
0.8,500000,1,5.0873072530600805
0.8,500000,1,4.951405468154469
0.8,500000,1,4.948846239249417
0.8,500000,1,5.0017062406523385
0.8,500000,1,5.1391374439303315
0.8,500000,1,5.045314810496942
0.8,500000,1,5.099743627107058
0.8,500000,1,5.07632468880143
0.8,500000,1,5.051641422417769
0.8,500000,1,4.776699919169225
0.8,500000,1,4.988203921460899
0.8,500000,1,5.006075916441948
0.8,500000,1,4.979578053406018
0.8,500000,1,5.029735935209612
0.8,500000,1,5.038475998578364
0.8,500000,1,5.144904263153743
0.8,500000,1,4.970825003983637
0.8,500000,1,4.963688185854858
0.8,500000,1,5.170294495687316
0.8,500000,1,5.0754523284196935
0.8,500000,1,5.097256469674831
0.8,500000,1,5.039934755400627
0.8,500000,1,5.024893101453552
0.8,500000,1,5.148350384400953
0.8,500000,1,5.058767692870223
0.8,500000,1,4.995854682779783
0.8,500000,1,5.0426846759647095
0.8,500000,1,4.839400912309135
0.8,500000,1,4.967844216391492
0.8,500000,1,5.152602927275234
0.8,500000,1,4.961790668252436
0.8,500000,1,5.018682812720142
0.8,500000,1,5.136753476581268
