,sim,i,s,area,time
0,0,2582,49,1.346938775510204,0.004558909000053291
1,0,2582,64,1.4437499999999999,0.006517964999915193
2,0,2582,81,1.548148148148148,0.009213979000008976
3,0,2582,100,1.65,0.010352915999988
4,0,2582,121,1.5818181818181818,0.012155890999878238
5,0,2582,144,1.5583333333333331,0.01397798399997896
6,0,2582,169,1.4840236686390533,0.01568917600005193
7,0,2582,196,1.3806122448979592,0.017277142000011736
8,0,2582,225,1.4959999999999998,0.021325156999921546
9,0,2582,256,1.4437499999999999,0.022719223000194688
10,0,2582,289,1.4844290657439445,0.03239188200009835
11,0,2582,324,1.5074074074074073,0.03675849299995093
12,0,2582,361,1.499168975069252,0.03338644999990947
13,0,2582,400,1.5015,0.040027089000005844
14,0,2582,441,1.5115646258503401,0.04088102699986962
15,0,2582,484,1.5409090909090908,0.04549686400045516
16,0,2582,529,1.5470699432892248,0.05053181400015205
17,0,2582,576,1.5010416666666666,0.053322408000013866
18,0,2582,625,1.4784,0.0629273320001289
19,0,2582,676,1.435207100591716,0.06027477500029477
20,0,2582,729,1.4757201646090534,0.06544003399977782
21,0,2582,784,1.4900510204081632,0.07794959200040807
22,0,2582,841,1.5146254458977406,0.07852595900021697
23,0,2582,900,1.474,0.08121349099991448
24,0,2582,961,1.4834547346514046,0.09347435400039217
25,0,2582,1024,1.52109375,0.09648054100011905
26,0,2582,1089,1.490909090909091,0.09879104599974653
27,0,2582,1156,1.4787197231833908,0.11019791700010728
28,0,2582,1225,1.5193469387755103,0.11454154200040989
29,0,2582,1296,1.5074074074074073,0.11908431400021868
30,0,2582,1369,1.499342585829072,0.12663002500030984
31,0,2582,1444,1.5128808864265928,0.1344737230006956
32,0,2582,1521,1.497041420118343,0.13856095199949436
33,0,2582,1600,1.4891249999999998,0.1460355200006802
34,0,2582,1681,1.5233789411064842,0.15721278399945504
35,0,2582,1764,1.4928571428571429,0.16547608000166747
36,0,2582,1849,1.4956192536506219,0.17296831199854523
37,0,2582,1936,1.4999999999999998,0.1779784090003318
38,0,2582,2025,1.5025185185185184,0.18635591199932833
39,0,2582,2116,1.4940453686200377,0.1925035599989542
40,0,2582,2209,1.517790855590765,0.2046042249997413
41,0,2582,2304,1.4953124999999998,0.2107563859998436
42,0,2582,2401,1.487130362349021,0.22757832399929612
43,0,2582,2500,1.50216,0.23745515700124997
44,0,2582,2601,1.514878892733564,0.2457279840002684
45,0,2582,2704,1.5108727810650886,0.2602618320020156
46,0,2582,2809,1.5084371662513347,0.2619354019989828
47,0,2582,2916,1.5141975308641975,0.27362487999840823
0,1,2582,49,1.6163265306122447,0.005210827000155405
1,1,2582,64,1.546875,0.006526640999709343
2,1,2582,81,1.4666666666666666,0.007723030000363451
3,1,2582,100,1.518,0.009492848999968828
4,1,2582,121,1.5818181818181818,0.012501983999868571
5,1,2582,144,1.5125,0.014239375999409276
6,1,2582,169,1.5621301775147927,0.017559457999766437
7,1,2582,196,1.5489795918367346,0.024255769999683707
8,1,2582,225,1.6133333333333333,0.022865319000459294
9,1,2582,256,1.46953125,0.023523695000221778
10,1,2582,289,1.46159169550173,0.02691795099991623
11,1,2582,324,1.4666666666666666,0.029705669999827933
12,1,2582,361,1.4808864265927977,0.03334762300005423
13,1,2582,400,1.4685,0.0408949840010564
14,1,2582,441,1.4666666666666666,0.0404461959997775
15,1,2582,484,1.5545454545454545,0.047364532000187864
16,1,2582,529,1.5096408317580339,0.04961374300046373
17,1,2582,576,1.5354166666666667,0.05490213100000574
18,1,2582,625,1.5839999999999999,0.060800155999857
19,1,2582,676,1.5133136094674555,0.06297953499944242
20,1,2582,729,1.5390946502057612,0.06881127799977094
21,1,2582,784,1.5237244897959183,0.07361554800138492
22,1,2582,841,1.5146254458977406,0.07838272100076438
23,1,2582,900,1.518,0.0847228469999095
24,1,2582,961,1.5109261186264307,0.08936941699988665
25,1,2582,1024,1.5082031249999999,0.09508799799920098
26,1,2582,1089,1.521212121212121,0.10058751899902063
27,1,2582,1156,1.5358131487889273,0.10827105900011702
28,1,2582,1225,1.524734693877551,0.11396615400030896
29,1,2582,1296,1.5074074074074073,0.11884206999764046
30,1,2582,1369,1.504163623082542,0.12670152700115977
31,1,2582,1444,1.490027700831025,0.13105038999935914
32,1,2582,1521,1.5274161735700196,0.1413142860001244
33,1,2582,1600,1.5262499999999999,0.1516188859976637
34,1,2582,1681,1.4958953004164186,0.16245651299823294
35,1,2582,1764,1.519047619047619,0.16297818299926803
36,1,2582,1849,1.4777717685235263,0.1669811359946607
37,1,2582,1936,1.534090909090909,0.18580388199882236
38,1,2582,2025,1.5188148148148148,0.18853907100219658
39,1,2582,2116,1.5034026465028356,0.37896584399777566
40,1,2582,2209,1.50882752376641,0.20251726900039557
41,1,2582,2304,1.52109375,0.21915144600518488
42,1,2582,2401,1.487130362349021,0.22404175200279042
43,1,2582,2500,1.5206399999999998,0.23458154600189118
44,1,2582,2601,1.5275663206459054,0.24605438999810758
45,1,2582,2704,1.5133136094674555,0.2523203150022937
46,1,2582,2809,1.520185119259523,0.2779475889981313
47,1,2582,2916,1.5300411522633743,0.28216382099958537
0,2,2582,49,1.4816326530612245,0.005278894999946715
1,2,2582,64,1.65,0.0072508109998352666
2,2,2582,81,1.385185185185185,0.007175477000600949
3,2,2582,100,1.5839999999999999,0.009922388000290994
4,2,2582,121,1.6363636363636362,0.012529482999298125
