,sim,i,s,area,time
12,5,2582,361,1.4626038781163433,0.035857642000337364
13,5,2582,400,1.4685,0.04168065900262263
14,5,2582,441,1.4217687074829932,0.045789107001382945
15,5,2582,484,1.5409090909090908,0.052597570998159426
16,5,2582,529,1.522117202268431,0.056286281000438976
17,5,2582,576,1.4895833333333333,0.06086069199773192
18,5,2582,625,1.59456,0.0704126739997264
19,5,2582,676,1.542603550295858,0.07181429400020534
20,5,2582,729,1.5119341563786006,0.07834649400115268
21,5,2582,784,1.5489795918367346,0.08434170199939217
22,5,2582,841,1.4989298454221165,0.08866149100231269
23,5,2582,900,1.5033333333333332,0.09484385499786185
24,5,2582,961,1.4834547346514046,0.09918839499596288
25,5,2582,1024,1.5082031249999999,0.10269386499703614
26,5,2582,1089,1.4666666666666666,0.11172040699989338
27,5,2582,1156,1.5358131487889273,0.12116120100426997
28,5,2582,1225,1.5031836734693877,0.12198186700175029
29,5,2582,1296,1.5277777777777777,0.1423911300016698
30,5,2582,1369,1.5138056975894814,0.14328670599456927
31,5,2582,1444,1.5220221606648199,0.153197039001725
32,5,2582,1521,1.5057199211045365,0.15703151899924706
33,5,2582,1600,1.522125,0.16920106300290172
34,5,2582,1681,1.503747769185009,0.1779700659944865
35,5,2582,1764,1.5153061224489794,0.18463079000002836
36,5,2582,1849,1.5134667387777176,0.18816603500499696
37,5,2582,1936,1.5272727272727273,0.1953082589996029
38,5,2582,2025,1.5025185185185184,0.2040261559980081
39,5,2582,2116,1.4940453686200377,0.21881055499761715
40,5,2582,2209,1.4998641919420552,0.2228035730040574
41,5,2582,2304,1.4924479166666664,0.2315722110038223
42,5,2582,2401,1.5118700541441064,0.2522482099898298
43,5,2582,2500,1.5153599999999998,0.2604178170231535
44,5,2582,2601,1.504728950403691,0.27209353200396436
45,5,2582,2704,1.4913461538461539,0.2737839469791652
46,5,2582,2809,1.5084371662513347,0.29285527099455066
47,5,2582,2916,1.5051440329218106,0.2993223309881614
0,6,2582,49,1.6163265306122447,0.006147999999029707
1,6,2582,64,1.85625,0.008192345998850215
2,6,2582,81,1.6296296296296295,0.009729302999403444
3,6,2582,100,1.386,0.010318622997601778
4,6,2582,121,1.5272727272727273,0.012907916999665758
5,6,2582,144,1.5583333333333331,0.016057081998951617
6,6,2582,169,1.3668639053254437,0.015823852997073118
7,6,2582,196,1.5153061224489794,0.02076057500016759
8,6,2582,225,1.5253333333333332,0.02346522200105028
9,6,2582,256,1.52109375,0.026118400997347635
10,6,2582,289,1.5072664359861592,0.02938439199806453
11,6,2582,324,1.487037037037037,0.0327922799992848
12,6,2582,361,1.5357340720221606,0.03738094399795955
13,6,2582,400,1.551,0.04406391100928886
14,6,2582,441,1.4965986394557822,0.047037433000241435
15,6,2582,484,1.5818181818181818,0.054019023997170734
16,6,2582,529,1.5470699432892248,0.056944446994293685
17,6,2582,576,1.5239583333333333,0.061798628995347826
18,6,2582,625,1.59456,0.07036191700035488
19,6,2582,676,1.5718934911242601,0.07132530699846029
20,6,2582,729,1.4847736625514403,0.07598481300283311
21,6,2582,784,1.4900510204081632,0.08055437300299673
22,6,2582,841,1.5538644470868013,0.08749601300132781
23,6,2582,900,1.4959999999999998,0.08989036299999498
24,6,2582,961,1.5109261186264307,0.10144643199100756
25,6,2582,1024,1.52109375,0.10476399800700165
26,6,2582,1089,1.490909090909091,0.11290210099878095
27,6,2582,1156,1.4958477508650518,0.1193529389925061
28,6,2582,1225,1.5193469387755103,0.12553711800228484
29,6,2582,1296,1.4972222222222222,0.13907834199198987
30,6,2582,1369,1.4848794740686633,0.1413484859908749
31,6,2582,1444,1.499168975069252,0.15458421399443978
32,6,2582,1521,1.523076923076923,0.16100611500087325
33,6,2582,1600,1.505625,0.17151307200947485
34,6,2582,1681,1.4958953004164186,0.17433723198473672
35,6,2582,1764,1.519047619047619,0.18410737299564062
36,6,2582,1849,1.5063277447268792,0.19036809299359447
37,6,2582,1936,1.4999999999999998,0.2067767060011647
38,6,2582,2025,1.4959999999999998,0.21174949799706155
39,6,2582,2116,1.5252362948960303,0.22734010701378793
40,6,2582,2209,1.52077863286555,0.22736541399353882
41,6,2582,2304,1.5010416666666666,0.24002943101049823
42,6,2582,2401,1.4953769262807162,0.2423230709900963
43,6,2582,2500,1.48104,0.2529784100042889
44,6,2582,2601,1.5021914648212225,0.2681367659870375
45,6,2582,2704,1.5279585798816566,0.28453246899152873
46,6,2582,2809,1.4990388038447846,0.2888276170137942
47,6,2582,2916,1.4960905349794238,0.3037302909910977
0,7,2582,49,1.7510204081632654,0.006643049998729111
1,7,2582,64,1.340625,0.006522309000956739
2,7,2582,81,1.222222222222222,0.0074696089973258495
3,7,2582,100,1.782,0.012392998999530391
4,7,2582,121,1.7454545454545454,0.01480841899956431
5,7,2582,144,1.4208333333333334,0.018707337999330775
6,7,2582,169,1.6011834319526626,0.018731527999534592
7,7,2582,196,1.683673469387755,0.023231118003423035
8,7,2582,225,1.4373333333333331,0.02353700799812941
9,7,2582,256,1.4437499999999999,0.028060117002041807
10,7,2582,289,1.46159169550173,0.03443916699370675
11,7,2582,324,1.5074074074074073,0.03373076700427191
12,7,2582,361,1.4443213296398891,0.03662091599926498
13,7,2582,400,1.5015,0.04187340599946765
14,7,2582,441,1.436734693877551,0.04512891600461444
15,7,2582,484,1.4318181818181817,0.04850805300384309
16,7,2582,529,1.5096408317580339,0.05615392800018526
17,7,2582,576,1.5583333333333331,0.06233211099925029
18,7,2582,625,1.55232,0.06676744599280937
19,7,2582,676,1.5523668639053254,0.07351120100975095
20,7,2582,729,1.5209876543209877,0.07710230900238457
21,7,2582,784,1.498469387755102,0.0827866730014648
22,7,2582,841,1.5224732461355528,0.08853691100648575
23,7,2582,900,1.518,0.0934605940065012
24,7,2582,961,1.4903225806451612,0.09903108099024394
25,7,2582,1024,1.5597656249999998,0.12177784800087466
26,7,2582,1089,1.509090909090909,0.11516398400453909
27,7,2582,1156,1.5358131487889273,0.1222157190040889
28,7,2582,1225,1.4977959183673468,0.12629229301319356
29,7,2582,1296,1.5328703703703703,0.13555278800049564
30,7,2582,1369,1.5089846603360115,0.14190744799998356
31,7,2582,1444,1.4717451523545706,0.14591400801145937
32,7,2582,1521,1.4927021696252465,0.15603982199900202
33,7,2582,1600,1.5345,0.17475109399083522
34,7,2582,1681,1.5390838786436642,0.18533971400074734
35,7,2582,1764,1.519047619047619,0.18240127699846198
36,7,2582,1849,1.4884802595997835,0.1878063949875468
37,7,2582,1936,1.5068181818181816,0.19930724700680003
38,7,2582,2025,1.5122962962962962,0.21049101499920653
39,7,2582,2116,1.5158790170132324,0.21928741501142213
40,7,2582,2209,1.4938886373924851,0.2332434749928325
41,7,2582,2304,1.52109375,0.2432951240202783
42,7,2582,2401,1.5036234902124115,0.25061124399599066
43,7,2582,2500,1.4889599999999998,0.2578493649898519
44,7,2582,2601,1.4945790080738177,0.26682155799608154
45,7,2582,2704,1.5011094674556213,0.2801000159979594
46,7,2582,2809,1.4919900320398718,0.2913948089958467
47,7,2582,2916,1.4915637860082305,0.2975763970243861
0,8,2582,49,1.2122448979591838,0.0041877299986481376
1,8,2582,64,1.65,0.00747190000174669
2,8,2582,81,1.4666666666666666,0.008507739998094621
3,8,2582,100,1.32,0.009258559999125282
4,8,2582,121,1.3636363636363635,0.011880000002747693
5,8,2582,144,1.65,0.016157578997535893
6,8,2582,169,1.523076923076923,0.017418688999441656
7,8,2582,196,1.4479591836734693,0.02381726899784553
8,8,2582,225,1.5253333333333332,0.02357561900134897
9,8,2582,256,1.4953124999999998,0.02582046899942725
10,8,2582,289,1.552941176470588,0.03185227899939491
11,8,2582,324,1.548148148148148,0.034843860002638394
12,8,2582,361,1.5540166204986148,0.039292976995966455
13,8,2582,400,1.4849999999999999,0.04397051199885027
14,8,2582,441,1.5115646258503401,0.04718978799837714
15,8,2582,484,1.5681818181818181,0.050909835993479646
16,8,2582,529,1.472211720226843,0.054856996997386887
17,8,2582,576,1.5354166666666667,0.06139808399893809
18,8,2582,625,1.49952,0.06531779501210622
19,8,2582,676,1.5328402366863905,0.06981559699261197
20,8,2582,729,1.4938271604938271,0.07543496699963725
21,8,2582,784,1.5153061224489794,0.08191358600561216
22,8,2582,841,1.5224732461355528,0.08527335300323102
23,8,2582,900,1.5033333333333332,0.09466914300401186
24,8,2582,961,1.4834547346514046,0.10383239500470154
25,8,2582,1024,1.546875,0.10961134899253011
26,8,2582,1089,1.521212121212121,0.11849415400547514
27,8,2582,1156,1.4901384083044982,0.11932359499860468
28,8,2582,1225,1.5085714285714285,0.13127722700028244
29,8,2582,1296,1.522685185185185,0.13956550098919251
30,8,2582,1369,1.5138056975894814,0.14385295400006726
31,8,2582,1444,1.5220221606648199,0.1521251359949929
32,8,2582,1521,1.5057199211045365,0.1566045839877006
33,8,2582,1600,1.50975,0.1658546999938153
34,8,2582,1681,1.503747769185009,0.17743235399666446
35,8,2582,1764,1.5265306122448978,0.18758914599857235
36,8,2582,1849,1.5420227149810708,0.19307558099353628
37,8,2582,1936,1.5238636363636362,0.1948559619918342
38,8,2582,2025,1.5285925925925925,0.20451348000369762
39,8,2582,2116,1.5377126654064273,0.21948411798803136
40,8,2582,2209,1.51480307831598,0.22398740301650832
41,8,2582,2304,1.52109375,0.24062694800250028
42,8,2582,2401,1.5146189087880049,0.2514581009918402
43,8,2582,2500,1.49688,0.2634093720243982
44,8,2582,2601,1.5123414071510957,0.2752106039965838
45,8,2582,2704,1.503550295857988,0.27510388501241323
46,8,2582,2809,1.5154859380562478,0.29321817399659267
47,8,2582,2916,1.502880658436214,0.2992601049922996
0,9,2582,49,1.346938775510204,0.00555873000075735
1,9,2582,64,1.546875,0.006777554002383113
2,9,2582,81,1.6296296296296295,0.009859481998773845
3,9,2582,100,1.386,0.010043478001534822
4,9,2582,121,1.4181818181818182,0.012180771004750568
5,9,2582,144,1.4666666666666666,0.015379745001155243
6,9,2582,169,1.4840236686390533,0.017671978001089883
7,9,2582,196,1.4479591836734693,0.02380840800333317
8,9,2582,225,1.5839999999999999,0.026392368999495375
9,9,2582,256,1.4953124999999998,0.027036639999096224
10,9,2582,289,1.5301038062283736,0.030768379008350166
11,9,2582,324,1.5685185185185184,0.035863269004039466
12,9,2582,361,1.5905817174515235,0.03897981900081504
13,9,2582,400,1.4849999999999999,0.04254953899726388
14,9,2582,441,1.4816326530612245,0.04638118900129484
15,9,2582,484,1.5545454545454545,0.053241268998590385
16,9,2582,529,1.472211720226843,0.05495895300509801
17,9,2582,576,1.546875,0.05956943299770501
18,9,2582,625,1.5100799999999999,0.06684858000153326
19,9,2582,676,1.542603550295858,0.06937804300559947
20,9,2582,729,1.4757201646090534,0.07533459899104855
21,9,2582,784,1.4816326530612245,0.08109042800515454
22,9,2582,841,1.5617122473246134,0.0880004189984902
23,9,2582,900,1.5473333333333332,0.10308214098313329
24,9,2582,961,1.5109261186264307,0.10233429599975352
25,9,2582,1024,1.5404296874999999,0.11105317800092962
26,9,2582,1089,1.5151515151515151,0.11104487599959612
27,9,2582,1156,1.5015570934256053,0.1150216480027666
28,9,2582,1225,1.4870204081632652,0.13417257199535015
29,9,2582,1296,1.5023148148148149,0.13953949700407975
30,9,2582,1369,1.504163623082542,0.14575385000080132
31,9,2582,1444,1.4945983379501384,0.15141419399560618
32,9,2582,1521,1.523076923076923,0.1528813210043154
33,9,2582,1600,1.50975,0.15963056900272932
34,9,2582,1681,1.503747769185009,0.17202061799343937
35,9,2582,1764,1.5115646258503401,0.18504195800278467
36,9,2582,1849,1.499188750676041,0.19645736999427754
37,9,2582,1936,1.5238636363636362,0.20379433699781657
38,9,2582,2025,1.4862222222222221,0.21055158200988444
39,9,2582,2116,1.5189981096408318,0.23120493200303827
40,9,2582,2209,1.4909008601177003,0.22662795700034621
41,9,2582,2304,1.5096354166666666,0.2456307280067449
42,9,2582,2401,1.4953769262807162,0.24628408998842133
43,9,2582,2500,1.49688,0.2640086730011717
44,9,2582,2601,1.4996539792387542,0.2741533180137594
45,9,2582,2704,1.4962278106508875,0.27883148900855304
46,9,2582,2809,1.5060875756496974,0.29029652301233
47,9,2582,2916,1.5051440329218106,0.3080706590067166
