rho,c,s,mean_wait_time
0.8,500000,1,5.017226623439094
0.8,500000,1,4.994523588299095
0.8,500000,1,5.00365247998004
0.8,500000,1,5.005081482092058
0.8,500000,1,5.105684016141758
0.8,500000,1,5.147100320154873
0.8,500000,1,4.862896859661754
0.8,500000,1,5.049658151078531
0.8,500000,1,4.965828790710008
0.8,500000,1,4.895829048864698
0.8,500000,1,5.040145556401299
0.8,500000,1,4.907216532733259
0.8,500000,1,4.916107899065836
0.8,500000,1,4.875624736571959
0.8,500000,1,4.935352796240535
0.8,500000,1,5.027156094722883
0.8,500000,1,5.100682852522213
0.8,500000,1,5.051820220233897
0.8,500000,1,5.018868934597253
0.8,500000,1,5.083077979875305
0.8,500000,1,5.081284864426239
0.8,500000,1,4.956072373775196
0.8,500000,1,4.971234990859743
0.8,500000,1,5.038861275963746
0.8,500000,1,4.957944903760756
0.8,500000,1,4.912812586407166
0.8,500000,1,4.950781994157658
0.8,500000,1,5.090271507946687
0.8,500000,1,5.008707183753515
0.8,500000,1,5.016057537876662
0.8,500000,1,5.156314883647314
0.8,500000,1,5.090320503828157
0.8,500000,1,5.0234304769161735
0.8,500000,1,4.934373740636618
0.8,500000,1,5.090631681034224
0.8,500000,1,5.133434925764252
0.8,500000,1,4.978408294085246
0.8,500000,1,5.012785718988136
0.8,500000,1,5.022921015308296
0.8,500000,1,4.964673083995035
0.8,500000,1,5.051640945013617
0.8,500000,1,5.010033895638045
0.8,500000,1,4.887380952470176
0.8,500000,1,5.013878787759166
0.8,500000,1,4.986863790057128
0.8,500000,1,5.120063101577971
0.8,500000,1,4.995118019475306
0.8,500000,1,5.075718010790093
0.8,500000,1,4.928018490001927
0.8,500000,1,4.852826302699859
0.8,500000,1,5.077537973500816
0.8,500000,1,5.032880030105066
0.8,500000,1,5.054579244138579
0.8,500000,1,5.012703662809315
0.8,500000,1,4.97654190754433
0.8,500000,1,4.982696690690989
0.8,500000,1,4.96984681104788
0.8,500000,1,5.066563985493196
0.8,500000,1,5.120652280357319
0.8,500000,1,5.087313359888472
0.8,500000,1,4.94195710981721
0.8,500000,1,4.844574054445693
0.8,500000,1,4.945957547497673
0.8,500000,1,4.909996309947555
0.8,500000,1,5.07788183244507
0.8,500000,1,5.080791325680304
0.8,500000,1,5.034413321203148
0.8,500000,1,4.937374248349959
0.8,500000,1,4.971821376046635
0.8,500000,1,4.9054646735993845
0.8,500000,1,4.817216768827586
0.8,500000,1,4.905221958179061
0.8,500000,1,4.883794135371377
0.8,500000,1,4.923083891147587
0.8,500000,1,4.97634098918661
0.8,500000,1,4.954885812670348
0.8,500000,1,5.065274898634533
0.8,500000,1,5.223694076571548
0.8,500000,1,4.878273830675103
0.8,500000,1,4.919406022220977
0.8,500000,1,4.936370769260334
0.8,500000,1,4.824196551037769
0.8,500000,1,5.106536195197903
0.8,500000,1,4.969410486070612
0.8,500000,1,5.042430177276961
0.8,500000,1,5.113863759178498
0.8,500000,1,5.17864038338927
0.8,500000,1,5.143267549791943
0.8,500000,1,4.988476351543059
0.8,500000,1,4.964053519588027
0.8,500000,1,5.235854731229894
0.8,500000,1,5.05509576771515
0.8,500000,1,5.006189212051751
0.8,500000,1,5.162335845416945
0.8,500000,1,4.880982068711425
0.8,500000,1,5.028073553606328
0.8,500000,1,5.081684233697645
0.8,500000,1,4.95814726331923
0.8,500000,1,4.938569948341722
0.8,500000,1,5.0280913043855175
