rho,c,s,mean_wait_time
0.95,500000,1,23.688203898710395
0.95,500000,1,22.584947786966897
0.95,500000,1,24.40092640390371
0.95,500000,1,24.529337527902705
0.95,500000,1,26.214382316141617
0.95,500000,1,21.176788177509984
0.95,500000,1,25.360533836606717
0.95,500000,1,25.18579975047291
0.95,500000,1,25.654721916971493
0.95,500000,1,23.59704948524305
0.95,500000,1,23.134187183688713
0.95,500000,1,21.71066427556941
0.95,500000,1,24.81119828121208
0.95,500000,1,23.99320919715325
0.95,500000,1,20.827463680122836
0.95,500000,1,24.38938579724349
0.95,500000,1,23.313393597559028
0.95,500000,1,23.491017321645593
0.95,500000,1,24.454167824303855
0.95,500000,1,23.10887098925158
0.95,500000,1,22.07608802005706
0.95,500000,1,21.653907213248868
0.95,500000,1,25.36838273984244
0.95,500000,1,23.868790022593515
0.95,500000,1,25.193163839608893
0.95,500000,1,23.813866960432463
0.95,500000,1,24.067809314418177
0.95,500000,1,21.850151958509954
0.95,500000,1,25.114347728665184
0.95,500000,1,22.101672575353504
0.95,500000,1,25.09915579230458
0.95,500000,1,21.182496240511256
0.95,500000,1,27.37627441721774
0.95,500000,1,24.541961874560652
0.95,500000,1,23.83498714364225
0.95,500000,1,24.447906858796525
0.95,500000,1,24.234582308365127
0.95,500000,1,21.49580551306469
0.95,500000,1,22.931018689043
0.95,500000,1,22.43816049319561
0.95,500000,1,23.96591874789215
0.95,500000,1,23.62732483814319
0.95,500000,1,22.620946650836434
0.95,500000,1,23.298204248556793
0.95,500000,1,24.06301821643645
0.95,500000,1,26.240016557081162
0.95,500000,1,23.78804829750119
0.95,500000,1,23.26844275842455
0.95,500000,1,23.553999533703166
0.95,500000,1,25.723719318504795
0.95,500000,1,23.67645877533321
0.95,500000,1,24.365898493941355
0.95,500000,1,23.071064962290656
0.95,500000,1,28.04751057751722
0.95,500000,1,21.572046622835042
0.95,500000,1,23.59099027554735
0.95,500000,1,23.274572007548212
0.95,500000,1,24.92141671964403
0.95,500000,1,26.237716246453548
0.95,500000,1,22.02509613638667
0.95,500000,1,23.304860168814038
0.95,500000,1,23.469293638066166
0.95,500000,1,22.17218156101783
0.95,500000,1,24.449355204666965
0.95,500000,1,23.528773265454824
0.95,500000,1,23.026726594397555
0.95,500000,1,22.964323916143933
0.95,500000,1,23.909804114960775
0.95,500000,1,23.20128256253239
0.95,500000,1,23.93977817220823
0.95,500000,1,24.13109368166569
0.95,500000,1,22.014662495811702
0.95,500000,1,22.960805218923877
0.95,500000,1,24.63577075149425
0.95,500000,1,24.06611201947958
0.95,500000,1,22.332909637946532
0.95,500000,1,22.422578907671994
0.95,500000,1,24.16869945431868
0.95,500000,1,22.62568237652436
0.95,500000,1,23.14277221415398
0.95,500000,1,23.63656246330812
0.95,500000,1,21.962025302875436
0.95,500000,1,20.83887140729393
0.95,500000,1,23.112165434636673
0.95,500000,1,20.631201139506796
0.95,500000,1,21.718593501073826
0.95,500000,1,23.949438654383332
0.95,500000,1,21.59562914813773
0.95,500000,1,23.12809823088095
0.95,500000,1,23.32424005171707
0.95,500000,1,23.71428163988465
0.95,500000,1,24.459517846567877
0.95,500000,1,21.618619554579812
0.95,500000,1,21.729263562004967
0.95,500000,1,25.53758489140794
0.95,500000,1,23.272206143108832
0.95,500000,1,24.42546146159953
0.95,500000,1,22.774110651201497
0.95,500000,1,26.205677285095884
0.95,500000,1,24.942669044013
