rho,c,s,mean_wait_time
0.9,500000,1,11.023777431372332
0.9,500000,1,11.453071642024868
0.9,500000,1,10.652122715575102
0.9,500000,1,11.183674764678942
0.9,500000,1,10.93490247617095
0.9,500000,1,11.611766022321348
0.9,500000,1,10.524042630881274
0.9,500000,1,11.271332983205383
0.9,500000,1,10.90032838699149
0.9,500000,1,11.386924391997095
0.9,500000,1,11.800725793658449
0.9,500000,1,11.324230569848895
0.9,500000,1,11.026484921243794
0.9,500000,1,10.9512817429551
0.9,500000,1,11.33634429162898
0.9,500000,1,10.927567464883303
0.9,500000,1,10.692496572742218
0.9,500000,1,11.231306905097405
0.9,500000,1,11.01832853588046
0.9,500000,1,10.921703544341904
0.9,500000,1,11.1420555364694
0.9,500000,1,11.418687192157012
0.9,500000,1,10.939853647774356
0.9,500000,1,11.315738340536802
0.9,500000,1,11.105909406644791
0.9,500000,1,11.06939399427997
0.9,500000,1,11.304889946862565
0.9,500000,1,11.327503729326839
0.9,500000,1,11.616941753200429
0.9,500000,1,11.344961421735947
0.9,500000,1,10.935651012408178
0.9,500000,1,11.766557717328373
0.9,500000,1,11.13141381861816
0.9,500000,1,11.544417422641072
0.9,500000,1,11.30287296157306
0.9,500000,1,10.869486324881514
0.9,500000,1,11.059714858120136
0.9,500000,1,11.467817657773905
0.9,500000,1,10.76810739211574
0.9,500000,1,11.246679890414534
0.9,500000,1,11.520093038003862
0.9,500000,1,11.689700706358991
0.9,500000,1,10.966633522747555
0.9,500000,1,11.113165994574027
0.9,500000,1,11.328132564595114
0.9,500000,1,10.838933192939848
0.9,500000,1,10.975470609257197
0.9,500000,1,11.690978077470572
0.9,500000,1,11.039959663126966
0.9,500000,1,11.252181467826341
0.9,500000,1,11.108021501073186
0.9,500000,1,11.598923081721574
0.9,500000,1,11.36433994049296
0.9,500000,1,11.697289670473442
0.9,500000,1,10.79241546243405
0.9,500000,1,10.873407604414357
0.9,500000,1,11.352631018197945
0.9,500000,1,11.423637085085119
0.9,500000,1,11.055060539289835
0.9,500000,1,11.478237276215754
0.9,500000,1,11.024785999678944
0.9,500000,1,11.35263102390749
0.9,500000,1,11.217367150229801
0.9,500000,1,11.564062411158702
0.9,500000,1,11.505887766678306
0.9,500000,1,10.978588566061392
0.9,500000,1,11.160955673200283
0.9,500000,1,10.967466100496416
0.9,500000,1,11.999007356886057
0.9,500000,1,10.927209143279605
0.9,500000,1,11.326774422935765
0.9,500000,1,11.091486565232573
0.9,500000,1,11.228600452243843
0.9,500000,1,11.083404557206848
0.9,500000,1,10.81045431016927
0.9,500000,1,11.69918834901887
0.9,500000,1,11.143081210829063
0.9,500000,1,11.350647577998728
0.9,500000,1,11.242860308305113
0.9,500000,1,11.439446426866624
0.9,500000,1,10.86210628664672
0.9,500000,1,11.083890093626255
0.9,500000,1,11.260567603932632
0.9,500000,1,10.851470082614142
0.9,500000,1,11.241062522606212
0.9,500000,1,10.52371351694285
0.9,500000,1,10.48373846759844
0.9,500000,1,10.950011160123038
0.9,500000,1,11.706126595716334
0.9,500000,1,11.660507301542662
0.9,500000,1,10.979618099038655
0.9,500000,1,11.273530113576468
0.9,500000,1,11.427967800383339
0.9,500000,1,11.077027188474645
0.9,500000,1,10.783017599849467
0.9,500000,1,11.172135846560181
0.9,500000,1,11.025408400094362
0.9,500000,1,11.457317001774816
0.9,500000,1,11.185530808941882
0.9,500000,1,11.225696580672787
