rho,c,s,mean_wait_time
0.5,500000,1,1.2488205702083977
0.5,500000,1,1.2508239455762384
0.5,500000,1,1.245559160000802
0.5,500000,1,1.2398572391450782
0.5,500000,1,1.2484744821552338
0.5,500000,1,1.2581503458390657
0.5,500000,1,1.2729427594556133
0.5,500000,1,1.2485120827390106
0.5,500000,1,1.2527963953455146
0.5,500000,1,1.2414029504917738
0.5,500000,1,1.252666533389625
0.5,500000,1,1.2333462079907873
0.5,500000,1,1.2454589337594704
0.5,500000,1,1.2322767364727933
0.5,500000,1,1.2554386858387685
0.5,500000,1,1.2502372136307982
0.5,500000,1,1.248926075379054
0.5,500000,1,1.242503891053143
0.5,500000,1,1.2429270879448244
0.5,500000,1,1.2530856756707631
0.5,500000,1,1.2418099351343417
0.5,500000,1,1.256584763184852
0.5,500000,1,1.246953804096879
0.5,500000,1,1.2389523207835196
0.5,500000,1,1.2617890486246213
0.5,500000,1,1.2461242961236447
0.5,500000,1,1.2509388109024298
0.5,500000,1,1.249862690480017
0.5,500000,1,1.2534772158652723
0.5,500000,1,1.2357732217638744
0.5,500000,1,1.2488678548561736
0.5,500000,1,1.2460933940232133
0.5,500000,1,1.2594653400857818
0.5,500000,1,1.2556468713603064
0.5,500000,1,1.2432681690686493
0.5,500000,1,1.2464011337117893
0.5,500000,1,1.236264225406423
0.5,500000,1,1.246181124383179
0.5,500000,1,1.2450825022829204
0.5,500000,1,1.2597694294292632
0.5,500000,1,1.2528919461026033
0.5,500000,1,1.2521634372230335
0.5,500000,1,1.2567267038856598
0.5,500000,1,1.2403120645843289
0.5,500000,1,1.2510640310756902
0.5,500000,1,1.2541360742176477
0.5,500000,1,1.2439354797957345
0.5,500000,1,1.2488835612096951
0.5,500000,1,1.2378798485018125
0.5,500000,1,1.260120808366158
0.5,500000,1,1.2275945525561442
0.5,500000,1,1.249433919595261
0.5,500000,1,1.2542509136422462
0.5,500000,1,1.2699537977491058
0.5,500000,1,1.2712163752319936
0.5,500000,1,1.237443333313086
0.5,500000,1,1.2646542148925732
0.5,500000,1,1.2564669915676308
0.5,500000,1,1.239595871452299
0.5,500000,1,1.2569838545323893
0.5,500000,1,1.2437248018799618
0.5,500000,1,1.246149029196936
0.5,500000,1,1.23555268514584
0.5,500000,1,1.2457962770079252
0.5,500000,1,1.246152559288194
0.5,500000,1,1.2352478828564188
0.5,500000,1,1.2482943143849257
0.5,500000,1,1.2469957511057974
0.5,500000,1,1.2453200391208679
0.5,500000,1,1.248216389377551
0.5,500000,1,1.2600157632743316
0.5,500000,1,1.2360666082260965
0.5,500000,1,1.2362217988644655
0.5,500000,1,1.260242707676671
0.5,500000,1,1.2462808085580668
0.5,500000,1,1.2463538626177624
0.5,500000,1,1.2330352060018999
0.5,500000,1,1.2426385285133084
0.5,500000,1,1.255421421978925
0.5,500000,1,1.2463708805789309
0.5,500000,1,1.2604852077091275
0.5,500000,1,1.2402008573770194
0.5,500000,1,1.249753358924923
0.5,500000,1,1.254385356299871
0.5,500000,1,1.247307765683743
0.5,500000,1,1.2523150486777281
0.5,500000,1,1.239876871552412
0.5,500000,1,1.2642088393521458
0.5,500000,1,1.245229985057333
0.5,500000,1,1.250002870050607
0.5,500000,1,1.2582575592951153
0.5,500000,1,1.2558842331507813
0.5,500000,1,1.2517601715734195
0.5,500000,1,1.2487303652503876
0.5,500000,1,1.2527472284274352
0.5,500000,1,1.2478476863442887
0.5,500000,1,1.2405891046059607
0.5,500000,1,1.2697640481788266
0.5,500000,1,1.2383082688045093
0.5,500000,1,1.2706834416918669
